RECORD_TYPE:INVOICE_PAYMENTS,PAYMENT_ID,INVOICE_ID,PAY_METHOD,PAYMENT_TYPE,PAYMENT_DATE,DISCOUNT_LOST,DISCOUNT_TAKEN,BASE_AMOUNT,CURRENCY_CODE,CURRENCY_AMOUNT,EXCHANGE_RATE,CURRENCY_RATE_TYPE,EXCHANGE_RATE_DATE,PAYMENT_REF,PAYMENT_BATCH_REF,BANK_ACCOUNT_ID,BANK_ACCOUNT_NAME,PAYMENT_STATUS,CLEARING_DATE,DOCUMENT_TYPE,REMIT_TO_SUPPLIER_ID
INVOICE_PAYMENTS,126597,154417,AUTO,CHECK,21-Jul-13,0,0,104765.1,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,128036,154428,AUTO,CHECK,8-Sep-13,0,0,939.95,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127709,154386,AUTO,CHECK,18-Aug-13,0,7.01,343.54,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,127691,154343,AUTO,CHECK,18-Aug-13,0,231.74,5561.77,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127693,154345,AUTO,CHECK,18-Aug-13,0,3.56,174.28,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,128014,154461,AUTO,EFT,8-Sep-13,0,83.12,4072.88,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,128037,154429,AUTO,CHECK,8-Sep-13,0,0,2084.98,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127684,154309,AUTO,CHECK,18-Aug-13,0,0,92090,USD,312770,,Corporate,18-Aug-06,5280,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127732,154443,AUTO,CHECK,18-Aug-13,0,387.89,19006.45,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,126608,154455,AUTO,CHECK,21-Jul-13,0,0,1624,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,127728,154439,AUTO,CHECK,18-Aug-13,0,145.96,3503.06,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127997,154325,AUTO,EFT,8-Sep-13,0,0.99,48.57,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,127685,154332,AUTO,CHECK,18-Aug-13,0,8.5,416.5,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,127687,154339,AUTO,CHECK,18-Aug-13,0,837.57,20101.79,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,128002,154330,AUTO,EFT,8-Sep-13,0,3.14,153.61,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,126581,154352,AUTO,CHECK,21-Jul-13,0,0,20000.24,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,127700,154377,AUTO,CHECK,18-Aug-13,0,1650.99,39623.71,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,126559,154320,AUTO,CHECK,21-Jul-13,0,0,367.5,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,126609,154396,AUTO,CHECK,21-Jul-13,0,0,188.1,USD,788577.86,,,21-Jul-06,5235,060721chk,10001,BofA,RECONCILED,21-Jul-13,,21
INVOICE_PAYMENTS,127725,154436,AUTO,CHECK,18-Aug-13,0,47.01,1128.34,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127697,154374,AUTO,CHECK,18-Aug-13,0,90.77,2178.37,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127698,154375,AUTO,CHECK,18-Aug-13,0,14.98,359.52,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127708,154385,AUTO,CHECK,18-Aug-13,0,0.34,16.76,USD,80386.43,,Corporate,18-Aug-06,5285,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,5
INVOICE_PAYMENTS,128030,154393,AUTO,CHECK,8-Sep-13,0,0,9405,USD,108164.22,,Corporate,8-Sep-06,5332,060908chk-204,10010,BofA-204,RECONCILED,8-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127714,154409,AUTO,CHECK,18-Aug-13,0,69.96,1679.04,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127181,155119,AUTO,CHECK,4-Aug-13,0,92.12,2210.95,USD,456163.27,,,4-Aug-06,5253,060804chk,10001,BofA,RECONCILED,4-Aug-13,,22
INVOICE_PAYMENTS,128109,155141,AUTO,CHECK,15-Sep-13,0,0,98100,USD,98100,,Corporate,15-Sep-06,5358,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,415
INVOICE_PAYMENTS,127786,155136,AUTO,CHECK,18-Aug-13,0,0,85587.6,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,128089,155025,AUTO,CHECK,15-Sep-13,0,0,5981.5,USD,527799.98,,Corporate,15-Sep-06,5354,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127969,155071,AUTO,CHECK,1-Sep-13,0,3.32,162.55,USD,433903.86,,Corporate,1-Sep-06,5323,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,128096,155076,AUTO,CHECK,15-Sep-13,0,0,372937.5,USD,1176846.3,,Corporate,15-Sep-06,5344,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,127190,155026,AUTO,CHECK,4-Aug-13,0,239.26,5742.24,USD,456163.27,,,4-Aug-06,5253,060804chk,10001,BofA,RECONCILED,4-Aug-13,,22
INVOICE_PAYMENTS,127774,155082,AUTO,CHECK,18-Aug-13,0,0,59.85,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,128072,155096,AUTO,EFT,15-Sep-13,0,204.61,10025.96,USD,684902.18,,Corporate,15-Sep-06,153,060915eft-204,10010,BofA-204,RECONCILED,15-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,128100,155101,AUTO,CHECK,15-Sep-13,0,0,22358.08,USD,527799.98,,Corporate,15-Sep-06,5354,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,127782,155090,AUTO,CHECK,18-Aug-13,0,0,9675.62,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,128071,155095,AUTO,EFT,15-Sep-13,0,637.61,31242.7,USD,684902.18,,Corporate,15-Sep-06,153,060915eft-204,10010,BofA-204,RECONCILED,15-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,128016,155673,AUTO,EFT,8-Sep-13,0,0,820,USD,820,,Corporate,8-Sep-06,142,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,9
INVOICE_PAYMENTS,128177,156103,AUTO,CHECK,29-Sep-13,0,0,31875,USD,1984823.55,,Corporate,29-Sep-06,5367,060929chk-204,10010,BofA-204,RECONCILED,29-Sep-13,CHECK PAY,1718
INVOICE_PAYMENTS,128157,156110,AUTO,EFT,29-Sep-13,0,0.77,37.48,USD,366106.15,,Corporate,29-Sep-06,180,060929eft-204,10010,BofA-204,RECONCILED,29-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,127823,156176,AUTO,CHECK,18-Aug-13,0,0,13836.9,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,128162,156149,AUTO,EFT,29-Sep-13,0,3.25,159.14,USD,366106.15,,Corporate,29-Sep-06,180,060929eft-204,10010,BofA-204,RECONCILED,29-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,128113,156096,AUTO,CHECK,15-Sep-13,0,130.76,6407.44,USD,25081.8,,Corporate,15-Sep-06,5349,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,127806,156115,AUTO,CHECK,18-Aug-13,0,0,1342.35,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,128178,156104,AUTO,CHECK,29-Sep-13,0,0,2295,USD,133647.42,,Corporate,29-Sep-06,5373,060929chk-204,10010,BofA-204,RECONCILED,29-Sep-13,CHECK PAY,147
INVOICE_PAYMENTS,128156,156109,AUTO,EFT,29-Sep-13,0,6.43,314.87,USD,366106.15,,Corporate,29-Sep-06,180,060929eft-204,10010,BofA-204,RECONCILED,29-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,127804,156113,AUTO,CHECK,18-Aug-13,0,0,13195.5,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127876,156123,AUTO,CHECK,25-Aug-13,0,13.44,322.54,USD,74929.9,,Corporate,25-Aug-06,5304,060825chk-204,10010,BofA-204,RECONCILED,25-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,128119,156130,AUTO,CHECK,15-Sep-13,0,16.92,829.2,USD,25081.8,,Corporate,15-Sep-06,5349,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,127810,156132,AUTO,CHECK,18-Aug-13,0,0,6918.45,USD,2269662.16,,Corporate,18-Aug-06,5273,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,21
INVOICE_PAYMENTS,127702,154379,AUTO,CHECK,18-Aug-13,0,175.23,4205.62,USD,170836.92,,Corporate,18-Aug-06,5270,060818chk-204,10010,BofA-204,RECONCILED,18-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127873,156092,AUTO,CHECK,25-Aug-13,0,217.97,5231.38,USD,74929.9,,Corporate,25-Aug-06,5304,060825chk-204,10010,BofA-204,RECONCILED,25-Aug-13,CHECK PAY,22
INVOICE_PAYMENTS,127983,156340,AUTO,CHECK,1-Sep-13,0,660,15840,USD,15840,,Corporate,1-Sep-06,5320,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,22
INVOICE_PAYMENTS,127985,156533,AUTO,CHECK,1-Sep-13,0,0,117840,USD,117840,,Corporate,1-Sep-06,5327,060901chk-204,10010,BofA-204,RECONCILED,1-Sep-13,CHECK PAY,209
INVOICE_PAYMENTS,128201,156537,AUTO,CHECK,29-Sep-13,0,0,91350,USD,82442,,Corporate,29-Sep-06,5369,060929chk-204,10010,BofA-204,RECONCILED,29-Sep-13,CHECK PAY,21
INVOICE_PAYMENTS,128202,156538,AUTO,CHECK,29-Sep-13,0,0,-8908,USD,82442,,Corporate,29-Sep-06,5369,060929chk-204,10010,BofA-204,RECONCILED,29-Sep-13,CHECK PAY,21
INVOICE_PAYMENTS,128203,156560,AUTO,CHECK,29-Sep-13,0,1.32,64.47,USD,96486.18,,Corporate,29-Sep-06,5371,060929chk-204,10010,BofA-204,RECONCILED,29-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,128247,157764,AUTO,EFT,3-Nov-13,0,0,4000,USD,28870.85,,Corporate,3-Nov-06,224,061103eft-204,10010,BofA-204,RECONCILED,3-Nov-13,EFT PAY,145
INVOICE_PAYMENTS,128253,158044,AUTO,EFT,3-Nov-13,0,0,993,USD,2279,,Corporate,3-Nov-06,228,061103eft-204,10010,BofA-204,RECONCILED,3-Nov-13,EFT PAY,537
INVOICE_PAYMENTS,127530,158186,ONE-OFF,EFT,20-Sep-13,0,0,1000,USD,1000,,Corporate,,49,Quick Payment: ID=61608,,BofA-204,RECONCILED,20-Sep-13,,145
INVOICE_PAYMENTS,128233,157745,AUTO,CHECK,20-Oct-13,0,0,135500,USD,135500,,Corporate,20-Oct-06,5401,061020chk-204,10010,BofA-204,RECONCILED,20-Oct-13,CHECK PAY,147
INVOICE_PAYMENTS,128126,157955,AUTO,CHECK,15-Sep-13,0,0,23030,USD,46060,,Corporate,15-Sep-06,5348,060915chk-204,10010,BofA-204,RECONCILED,15-Sep-13,CHECK PAY,5
INVOICE_PAYMENTS,128281,159445,AUTO,CHECK,17-Nov-13,0,0,60736,USD,60736,,Corporate,17-Nov-06,5424,061117chk-204,10010,BofA-204,RECONCILED,17-Nov-13,CHECK PAY,3
INVOICE_PAYMENTS,131537,160317,AUTO,EFT,24-Nov-13,0,0,109200,USD,109200,,Corporate,24-Nov-06,1557,061124eft-204,10010,BofA-204,RECONCILED,24-Nov-13,EFT PAY,578
INVOICE_PAYMENTS,132898,162099,AUTO,EFT,15-Dec-13,0,0,530,USD,530,,Corporate,15-Dec-06,2063,061215eft-204,10010,BofA-204,RECONCILED,15-Dec-13,,537
INVOICE_PAYMENTS,133323,162248,AUTO,EFT,22-Dec-13,0,0,101400,USD,101400,,Corporate,22-Dec-06,2211,061222eft-204,10010,BofA-204,RECONCILED,22-Dec-13,,578
INVOICE_PAYMENTS,133321,162586,AUTO,EFT,22-Dec-13,0,0,2974,USD,2994,,Corporate,22-Dec-06,2210,061222eft-204,10010,BofA-204,RECONCILED,22-Dec-13,,557
INVOICE_PAYMENTS,134137,163016,AUTO,EFT,26-Jan-14,0,0,390000,USD,811793,,Corporate,26-Jan-07,2413,070126eft-204,10010,BofA-204,RECONCILED,26-Jan-14,,557
INVOICE_PAYMENTS,128003,154331,AUTO,EFT,8-Sep-13,0,0.71,34.69,USD,224493.74,,Corporate,8-Sep-06,143,060908eft-204,10010,BofA-204,RECONCILED,8-Sep-13,EFT PAY,11
INVOICE_PAYMENTS,134393,166037,AUTO,CHECK,31-Jan-14,0,0,36266,USD,204332,,Corporate,31-Jan-07,5724,070131chk-204,10010,BofA-204,NEGOTIABLE,,,147
INVOICE_PAYMENTS,132918,167188,AUTO,CHECK,15-Dec-13,0,0,106590,USD,984904,,Corporate,15-Dec-06,5642,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,21
INVOICE_PAYMENTS,132902,167189,AUTO,CHECK,15-Dec-13,0,0,4020,USD,55316,,Corporate,15-Dec-06,5640,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,22
INVOICE_PAYMENTS,132951,167191,AUTO,CHECK,15-Dec-13,0,0,50660,USD,657290,,Corporate,15-Dec-06,5647,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,4
INVOICE_PAYMENTS,132965,167193,AUTO,CHECK,15-Dec-13,0,0,57540,USD,573918,,Corporate,15-Dec-06,5648,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,6
INVOICE_PAYMENTS,132920,167197,AUTO,CHECK,15-Dec-13,0,0,98740,USD,984904,,Corporate,15-Dec-06,5642,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,21
INVOICE_PAYMENTS,132953,167204,AUTO,CHECK,15-Dec-13,0,0,50660,USD,657290,,Corporate,15-Dec-06,5647,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,4
INVOICE_PAYMENTS,132968,167208,AUTO,CHECK,15-Dec-13,0,0,57540,USD,573918,,Corporate,15-Dec-06,5648,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,6
INVOICE_PAYMENTS,132885,167183,AUTO,EFT,15-Dec-13,0,0,26050,USD,333277,,Corporate,15-Dec-06,2061,061215eft-204,10010,BofA-204,RECONCILED,15-Dec-13,,9
INVOICE_PAYMENTS,132908,167212,AUTO,CHECK,15-Dec-13,0,0,4020,USD,55316,,Corporate,15-Dec-06,5640,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,22
INVOICE_PAYMENTS,132891,167223,AUTO,EFT,15-Dec-13,0,0,22170,USD,333277,,Corporate,15-Dec-06,2061,061215eft-204,10010,BofA-204,RECONCILED,15-Dec-13,,9
INVOICE_PAYMENTS,132893,167232,AUTO,EFT,15-Dec-13,0,0,22170,USD,333277,,Corporate,15-Dec-06,2061,061215eft-204,10010,BofA-204,RECONCILED,15-Dec-13,,9
INVOICE_PAYMENTS,133182,167233,AUTO,CHECK,20-Dec-13,0,0,52850,USD,52850,,Corporate,20-Dec-06,5662,061220chk-204,10010,BofA-204,RECONCILED,20-Dec-13,,6
INVOICE_PAYMENTS,132958,167235,AUTO,CHECK,15-Dec-13,0,0,46540,USD,657290,,Corporate,15-Dec-06,5647,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,4
INVOICE_PAYMENTS,132911,167231,AUTO,CHECK,15-Dec-13,0,0,3690,USD,55316,,Corporate,15-Dec-06,5640,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,22
INVOICE_PAYMENTS,132896,167254,AUTO,EFT,15-Dec-13,0,0,23690,USD,333277,,Corporate,15-Dec-06,2061,061215eft-204,10010,BofA-204,RECONCILED,15-Dec-13,,9
INVOICE_PAYMENTS,132914,167250,AUTO,CHECK,15-Dec-13,0,0,3940,USD,55316,,Corporate,15-Dec-06,5640,061215chk-204,10010,BofA-204,RECONCILED,15-Dec-13,,22
INVOICE_PAYMENTS,133744,168554,AUTO,CHECK,17-Jan-14,0,0,49730,USD,224686,,Corporate,17-Jan-07,5690,070117chk-204,10010,BofA-204,NEGOTIABLE,,,4
INVOICE_PAYMENTS,133724,168560,AUTO,CHECK,17-Jan-14,0,0,3940,USD,14596,,Corporate,17-Jan-07,5684,070117chk-204,10010,BofA-204,NEGOTIABLE,,,22
INVOICE_PAYMENTS,135601,169143,AUTO,EFT,23-Feb-14,0,0,1670,USD,23550,,Corporate,23-Feb-07,2736,070223eft-204,10010,BofA-204,RECONCILED,23-Feb-14,,9
INVOICE_PAYMENTS,136014,169144,AUTO,CHECK,21-Mar-14,0,0,69699,USD,363002,,Corporate,21-Mar-07,5776,070321chk-204,10010,BofA-204,RECONCILED,21-Mar-14,,147
INVOICE_PAYMENTS,133741,168581,AUTO,CHECK,17-Jan-14,0,0,117880,USD,485820,,Corporate,17-Jan-07,5688,070117chk-204,10010,BofA-204,NEGOTIABLE,,,209
INVOICE_PAYMENTS,133729,168585,AUTO,CHECK,17-Jan-14,0,0,3720,USD,14596,,Corporate,17-Jan-07,5684,070117chk-204,10010,BofA-204,NEGOTIABLE,,,22
INVOICE_PAYMENTS,136019,168587,AUTO,CHECK,21-Mar-14,0,0,53250,USD,263010,,Corporate,21-Mar-07,5777,070321chk-204,10010,BofA-204,RECONCILED,21-Mar-14,,6
INVOICE_PAYMENTS,135805,169388,AUTO,EFT,16-Mar-14,0,1660,81340,USD,256270,,Corporate,16-Mar-07,2825,070316eft-204,10010,BofA-204,RECONCILED,16-Mar-14,,11
INVOICE_PAYMENTS,136289,170442,AUTO,CHECK,28-Mar-14,0,0,258000,USD,292135,,Corporate,28-Mar-07,5787,070328chk-204,10010,BofA-204,RECONCILED,28-Mar-14,,147
INVOICE_PAYMENTS,136197,170075,AUTO,EFT,23-Mar-14,0,0,2998,USD,5494.95,,Corporate,23-Mar-07,2940,070323eft-204,10010,BofA-204,RECONCILED,23-Mar-14,,557
INVOICE_PAYMENTS,136361,170558,AUTO,EFT,30-Mar-14,0,0,476,USD,763412,,Corporate,30-Mar-07,3010,070330eft-204,10010,BofA-204,RECONCILED,30-Mar-14,,557
INVOICE_PAYMENTS,136018,171350,AUTO,CHECK,21-Mar-14,0,0,52170,USD,263010,,Corporate,21-Mar-07,5777,070321chk-204,10010,BofA-204,RECONCILED,21-Mar-14,,6
INVOICE_PAYMENTS,135440,171143,AUTO,CHECK,21-Feb-14,0,0,3720,USD,18360,,Corporate,21-Feb-07,5741,070221chk-204,10010,BofA-204,RECONCILED,21-Feb-14,,22
INVOICE_PAYMENTS,135456,171150,AUTO,CHECK,21-Feb-14,0,0,45940,USD,278470,,Corporate,21-Feb-07,5744,070221chk-204,10010,BofA-204,RECONCILED,21-Feb-14,,4
INVOICE_PAYMENTS,135443,171156,AUTO,CHECK,21-Feb-14,0,0,3640,USD,18360,,Corporate,21-Feb-07,5741,070221chk-204,10010,BofA-204,RECONCILED,21-Feb-14,,22
INVOICE_PAYMENTS,136828,171702,AUTO,CHECK,18-Apr-14,0,0,188100,USD,1183300,,Corporate,18-Apr-07,5812,070418chk-204,10010,BofA-204,RECONCILED,18-Apr-14,,415
INVOICE_PAYMENTS,136290,171709,AUTO,CHECK,28-Mar-14,0,0,52170,USD,52170,,Corporate,28-Mar-07,5788,070328chk-204,10010,BofA-204,RECONCILED,28-Mar-14,,6
INVOICE_PAYMENTS,136818,172651,AUTO,CHECK,18-Apr-14,0,0,81000,USD,101000,,Corporate,18-Apr-07,5805,070418chk-204,10010,BofA-204,RECONCILED,18-Apr-14,,21
INVOICE_PAYMENTS,136830,172433,AUTO,CHECK,18-Apr-14,0,0,110400,USD,1183300,,Corporate,18-Apr-07,5812,070418chk-204,10010,BofA-204,RECONCILED,18-Apr-14,,415
INVOICE_PAYMENTS,136003,172608,AUTO,CHECK,21-Mar-14,0,0,104490,USD,428950,,Corporate,21-Mar-07,5773,070321chk-204,10010,BofA-204,RECONCILED,21-Mar-14,,209
INVOICE_PAYMENTS,135803,172610,AUTO,EFT,16-Mar-14,0,0,19800,USD,41264,,Corporate,16-Mar-07,2824,070316eft-204,10010,BofA-204,RECONCILED,16-Mar-14,,9
INVOICE_PAYMENTS,141445,173539,AUTO,CHECK,9-May-14,0,0,97020,USD,116020,,Corporate,9-May-07,5976,070509chk-204,10010,BofA-204,NEGOTIABLE,,,21
INVOICE_PAYMENTS,148078,173589,AUTO,EFT,14-Jun-14,0,0,3135,USD,829296,,Corporate,14-Jun-07,5953,070614eft-204,14006,Operating Account,RECONCILED,14-Jun-14,,557
INVOICE_PAYMENTS,137105,174480,AUTO,CHECK,2-May-14,0,1160,27840,USD,27840,,Corporate,2-May-07,5817,070502chk-204,10010,BofA-204,RECONCILED,2-May-14,,22
INVOICE_PAYMENTS,137236,175042,AUTO,EFT,4-May-14,0,0,22180,USD,23023,,Corporate,4-May-07,3301,070504eft-204,10010,BofA-204,RECONCILED,4-May-14,,9
INVOICE_PAYMENTS,138550,175841,AUTO,CHECK,20-Jun-14,0,0,90740,USD,109740,,Corporate,20-Jun-07,5890,070620chk-204,10010,BofA-204,RECONCILED,20-Jun-14,,21
INVOICE_PAYMENTS,138377,175457,AUTO,CHECK,13-Jun-14,0,0,90740,USD,108640,,Corporate,13-Jun-07,5874,070613chk-204,10010,BofA-204,RECONCILED,13-Jun-14,,21
INVOICE_PAYMENTS,143453,176169,AUTO,EFT,21-Sep-14,0,0,22180,USD,382856,,Corporate,21-Sep-07,4822,070921eft-204,10010,BofA-204,RECONCILED,21-Sep-14,,9
INVOICE_PAYMENTS,138154,175920,AUTO,CHECK,6-Jun-14,0,1084,26016,USD,26016,,Corporate,6-Jun-07,5865,070606chk-204,10010,BofA-204,RECONCILED,6-Jun-14,,22
INVOICE_PAYMENTS,138153,176520,AUTO,CHECK,6-Jun-14,0,0,3430,USD,3430,,Corporate,6-Jun-07,5864,070606chk-204,10010,BofA-204,RECONCILED,6-Jun-14,,22
INVOICE_PAYMENTS,148103,176872,AUTO,EFT,9-Aug-14,0,0,360000,USD,369371,,Corporate,9-Aug-07,5961,070809eft-204,14006,Operating Account,RECONCILED,9-Aug-14,,557
INVOICE_PAYMENTS,138378,176907,AUTO,CHECK,13-Jun-14,0,0,17900,USD,108640,,Corporate,13-Jun-07,5874,070613chk-204,10010,BofA-204,RECONCILED,13-Jun-14,,21
INVOICE_PAYMENTS,143457,176881,AUTO,EFT,21-Sep-14,0,0,20630,USD,382856,,Corporate,21-Sep-07,4822,070921eft-204,10010,BofA-204,RECONCILED,21-Sep-14,,9
INVOICE_PAYMENTS,138965,177342,AUTO,CHECK,4-Jul-14,0,0,21070,USD,21070,,Corporate,4-Jul-07,5906,070704chk-204,10010,BofA-204,RECONCILED,4-Jul-14,,5
INVOICE_PAYMENTS,142351,177687,AUTO,CHECK,19-Sep-14,0,0,49180,USD,258110,,Corporate,19-Sep-07,6012,070919chk-204,10010,BofA-204,RECONCILED,19-Sep-14,,6
INVOICE_PAYMENTS,148090,177688,AUTO,CHECK,7-Aug-14,0,0,84400,USD,238900,,Corporate,7-Aug-07,6146,070807chk-204,14006,Operating Account,RECONCILED,7-Aug-14,,21
INVOICE_PAYMENTS,138963,178097,AUTO,CHECK,4-Jul-14,0,0,21000,USD,124900,,Corporate,4-Jul-07,5905,070704chk-204,10010,BofA-204,RECONCILED,4-Jul-14,,21
INVOICE_PAYMENTS,140289,178648,AUTO,CHECK,8-Aug-14,0,13.5,661.5,USD,1323,,Corporate,8-Aug-07,5952,070808chk-204,10010,BofA-204,RECONCILED,8-Aug-14,,21
INVOICE_PAYMENTS,148117,178446,AUTO,EFT,6-Sep-14,0,0,2520,USD,408547,,Corporate,6-Sep-07,5967,070906eft-204,14006,Operating Account,RECONCILED,6-Sep-14,,557
INVOICE_PAYMENTS,140286,178808,AUTO,CHECK,8-Aug-14,0,0,3840,USD,11520,,Corporate,8-Aug-07,5951,070808chk-204,10010,BofA-204,RECONCILED,8-Aug-14,,22
INVOICE_PAYMENTS,140704,178809,AUTO,CHECK,15-Aug-14,0,0,55000,USD,55000,,Corporate,15-Aug-07,5959,070815chk-204,10010,BofA-204,RECONCILED,15-Aug-14,,6
INVOICE_PAYMENTS,148092,178995,AUTO,CHECK,7-Aug-14,0,0,21000,USD,238900,,Corporate,7-Aug-07,6146,070807chk-204,14006,Operating Account,RECONCILED,7-Aug-14,,21
INVOICE_PAYMENTS,140287,179069,AUTO,CHECK,8-Aug-14,0,0,3840,USD,11520,,Corporate,8-Aug-07,5951,070808chk-204,10010,BofA-204,RECONCILED,8-Aug-14,,22
