RECORD_TYPE:PURCHASE_ORDER_LINES,PO_ID,LINE_ID,LINE_TYPE,ITEM_ID,CATEGORY_ID,LINE_DESCRIPTION,CANCEL_FLAG,UOM,AMOUNT,QTY,CONTRACT_ID,CONTRACT_LINE_ID,CONTRACT_PRICE_BREAK,SUPPLIER_ITEM_NUMBER
PURCHASE_ORDER_LINES,115299,179363,Goods,12023,91,"Digital Camera, Professional",N,Each,581840,1400,,,,
PURCHASE_ORDER_LINES,115301,179365,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,115301,179366,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,115302,179367,Goods,11817,91,GameGirl,N,Each,79543,1700,,,,
PURCHASE_ORDER_LINES,115302,179368,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,115302,179369,Goods,11899,91,Deluxe Laptop,N,Each,1312695,1500,,,,
PURCHASE_ORDER_LINES,115302,179370,Goods,11923,91,Lite Desktop,N,Each,1279812,2300,,,,
PURCHASE_ORDER_LINES,115302,179371,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,115302,179372,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100746,160483,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100746,160484,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100746,160485,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100830,160710,Goods,5372,1353,Advertising Services,N,HRS,55600,139,,,,
PURCHASE_ORDER_LINES,100747,160486,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100747,160487,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100748,160488,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100750,160491,Goods,11817,91,GameGirl,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100750,160492,Goods,11865,91,Standard Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100750,160493,Goods,11899,91,Deluxe Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100750,160494,Goods,11923,91,Lite Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100750,160495,Goods,11947,91,Standard Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100750,160496,Goods,11977,91,Deluxe Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100751,160530,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100752,160531,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100752,160532,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100753,160533,Goods,11817,91,GameGirl,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100753,160534,Goods,11865,91,Standard Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100753,160535,Goods,11899,91,Deluxe Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100753,160536,Goods,11923,91,Lite Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100753,160537,Goods,11947,91,Standard Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100753,160538,Goods,11977,91,Deluxe Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100754,160539,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100754,160540,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100754,160541,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100756,160544,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100757,160545,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100757,160546,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100758,160547,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100758,160548,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100758,160549,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100758,160550,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100758,160551,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100758,160552,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100759,160553,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100759,160554,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100759,160555,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100760,160556,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100760,160557,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100761,160558,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100762,160559,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100762,160560,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100763,160561,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100763,160562,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100763,160563,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100763,160564,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100763,160565,Goods,11947,91,Standard Desktop,N,Each,0,0,,,,
PURCHASE_ORDER_LINES,100763,160566,Goods,11977,91,Deluxe Desktop,N,Each,0,0,,,,
PURCHASE_ORDER_LINES,107586,169723,Goods,,1,Software,N,EA,828,1,,,,
PURCHASE_ORDER_LINES,107587,169724,Goods,,1,Dell Desktop,N,Each,3077,1,,,,
PURCHASE_ORDER_LINES,85712,138810,Goods,63477,114,CD-ROM - A series,N,Each,3800,100,,,,
PURCHASE_ORDER_LINES,85712,138811,Goods,63478,114,CD-ROM - B series,N,Each,4200,100,,,,
PURCHASE_ORDER_LINES,86335,139773,Goods,,1,Software,N,EA,881,1,,,,
PURCHASE_ORDER_LINES,84779,136330,Goods,5728,1354,Weekly Warehousing,N,Week,390000,15.6,,,,
PURCHASE_ORDER_LINES,84835,136413,Goods,71,21,"Desk - Capitalizable, taxable item",N,Each,90000,36,,,,
PURCHASE_ORDER_LINES,84836,136414,Goods,5732,21,File Cabinets -  5 Drawer Lateral (Capitalizable),N,Each,39000,26,,,,
PURCHASE_ORDER_LINES,85124,137884,Goods,,1,Dell Monitor,N,Each,472,1,,,,
PURCHASE_ORDER_LINES,85540,138588,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,304200,11.7,,,,
PURCHASE_ORDER_LINES,115567,179708,Goods,,1,Toshiba Laptop,N,Each,2668,1,,,,
PURCHASE_ORDER_LINES,112811,176351,Goods,,1,Dell Monitor,N,Each,500,1,,,,
PURCHASE_ORDER_LINES,100765,160570,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100765,160571,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100766,160572,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100767,160573,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100767,160574,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100768,160575,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100768,160576,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100768,160577,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100768,160578,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100768,160579,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100768,160580,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100769,160581,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100769,160582,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100769,160583,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100770,160584,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100770,160585,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100772,160587,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100772,160588,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100773,160589,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100773,160590,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100773,160591,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100773,160592,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100773,160593,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100773,160594,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100774,160595,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100774,160596,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100774,160597,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100775,160598,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100775,160599,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100776,160600,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100777,160601,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100777,160602,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100778,160603,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100778,160604,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100778,160605,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100778,160606,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100778,160607,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100778,160608,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100780,160612,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100780,160613,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100781,160614,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100782,160615,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100782,160616,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100783,160617,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100783,160618,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100783,160619,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100783,160620,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100783,160621,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100783,160622,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100784,160623,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100784,160624,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100784,160625,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100785,160626,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100785,160627,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100787,160629,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100787,160630,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100788,160631,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100788,160632,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100788,160633,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100788,160634,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100788,160635,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100788,160636,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,98597,158025,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,101400,3.9,,,,
PURCHASE_ORDER_LINES,100789,160637,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100789,160638,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100789,160639,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100790,160640,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100790,160641,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100792,160643,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100792,160644,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100793,160645,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100793,160646,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100793,160647,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100793,160648,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100793,160649,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100793,160650,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100795,160654,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100795,160655,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,104799,166086,Goods,,1,Company Car,N,Each,36589,1,,,,
PURCHASE_ORDER_LINES,104800,166087,Goods,,1,Software,N,EA,836,1,,,,
PURCHASE_ORDER_LINES,104802,166091,Goods,12019,91,"Digital Camera, Standard",N,Each,350000,1400,,,,
PURCHASE_ORDER_LINES,104802,166092,Goods,12023,91,"Digital Camera, Professional",N,Each,581840,1400,,,,
PURCHASE_ORDER_LINES,104803,166093,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,104804,166094,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,104804,166095,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,106590,168555,Goods,,1,Software,N,EA,928,1,,,,
PURCHASE_ORDER_LINES,86238,139678,Goods,5552,1353,Public Relations Services,N,HRS,529200,1512,,,,
PURCHASE_ORDER_LINES,86239,139679,Goods,5372,1353,Advertising Services,N,HRS,66400,166,,,,
PURCHASE_ORDER_LINES,84780,136331,Goods,,1,Toshiba Laptop,N,Each,2461,1,,,,
PURCHASE_ORDER_LINES,100796,160656,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100797,160657,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100797,160658,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,100798,160659,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100798,160660,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100798,160661,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100798,160662,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100798,160663,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100798,160664,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100799,160665,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100799,160666,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100799,160667,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100800,160668,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100800,160669,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100801,160670,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100803,160673,Goods,11817,91,GameGirl,N,Each,65506,1400,,,,
PURCHASE_ORDER_LINES,100803,160674,Goods,11865,91,Standard Laptop,N,Each,507584,800,,,,
PURCHASE_ORDER_LINES,100803,160675,Goods,11899,91,Deluxe Laptop,N,Each,1137669,1300,,,,
PURCHASE_ORDER_LINES,100803,160676,Goods,11923,91,Lite Desktop,N,Each,1057236,1900,,,,
PURCHASE_ORDER_LINES,100803,160677,Goods,11947,91,Standard Desktop,N,Each,420160,500,,,,
PURCHASE_ORDER_LINES,100803,160678,Goods,11977,91,Deluxe Desktop,N,Each,666192,600,,,,
PURCHASE_ORDER_LINES,100804,160679,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100804,160680,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100804,160681,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100805,160682,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100805,160683,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100806,160684,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100807,160685,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100807,160686,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,99778,159308,Goods,73,36,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),N,Each,23030,47,,,,
PURCHASE_ORDER_LINES,99779,159309,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,507000,19.5,,,,
PURCHASE_ORDER_LINES,100810,160696,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100810,160697,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100811,160698,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100812,160699,Goods,12029,91,"Television 96""",N,Each,1669560,800,,,,
PURCHASE_ORDER_LINES,100812,160700,Goods,12031,91,"Television 102""",N,Each,2550000,800,,,,
PURCHASE_ORDER_LINES,104690,165895,Goods,59395,3116,Bathroom Sink,N,Each,600,6,91260,146991,,
PURCHASE_ORDER_LINES,104691,165896,Goods,59399,3116,Overhead Track Lighting 4‰Ûª,N,Each,120,4,91260,146997,,
PURCHASE_ORDER_LINES,104692,165897,Goods,59401,3116,Full Length Mirror,N,Each,500,5,91260,146999,,
PURCHASE_ORDER_LINES,104651,165856,Goods,59399,3116,Overhead Track Lighting 4‰Ûª,Y,Each,0,0,91260,146997,,
PURCHASE_ORDER_LINES,104652,165857,Goods,59401,3116,Full Length Mirror,Y,Each,0,0,91260,146999,,
PURCHASE_ORDER_LINES,84919,137697,Goods,,1,Software,N,EA,851,1,,,,
PURCHASE_ORDER_LINES,85242,138146,Goods,,1,Toshiba Laptop,N,Each,2912,1,,,,
PURCHASE_ORDER_LINES,84915,137683,Goods,5372,1353,Advertising Services,N,HRS,62000,155,,,,
PURCHASE_ORDER_LINES,84916,137684,Goods,5552,1353,Public Relations Services,N,HRS,495600,1416,,,,
PURCHASE_ORDER_LINES,99098,158566,Goods,,1,Company Car,N,Each,33860,1,,,,
PURCHASE_ORDER_LINES,100122,159736,Goods,5734,30,"18"" LCD Flat Panel Monitor",N,Each,51246,54,,,,
PURCHASE_ORDER_LINES,100123,159737,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,304200,11.7,,,,
PURCHASE_ORDER_LINES,100242,159856,Goods,5560,1353,Legal Services,N,HRS,94500,210,,,,
PURCHASE_ORDER_LINES,100442,160096,Goods,5730,1354,Cleaning and Maintenance - Weekly,N,Week,91000,3.5,,,,
PURCHASE_ORDER_LINES,98957,158405,Goods,,1,Company Car,N,Each,35019,1,,,,
PURCHASE_ORDER_LINES,106187,168031,Goods,,1,Dell Desktop,N,Each,3241,1,,,,
PURCHASE_ORDER_LINES,106188,168032,Goods,,1,Toshiba Laptop,N,Each,2683,1,,,,
PURCHASE_ORDER_LINES,104856,166218,Goods,,1,Dell Desktop,N,Each,3107,1,,,,
PURCHASE_ORDER_LINES,85751,138888,Goods,,1,Company Car,N,Each,36266,1,,,,
PURCHASE_ORDER_LINES,117990,182597,Goods,,1,Software,N,EA,827,1,,,,
PURCHASE_ORDER_LINES,117991,182598,Goods,,1,Dell Monitor,N,Each,488,1,,,,
PURCHASE_ORDER_LINES,117992,182599,Goods,,1,Toshiba Laptop,N,Each,3011,1,,,,
PURCHASE_ORDER_LINES,99860,159393,Goods,75,36,Paper - requires 2-way match office supply item,N,Each,13550,271,,,,
PURCHASE_ORDER_LINES,99097,158565,Goods,5728,1354,Weekly Warehousing,N,Week,390000,15.6,,,,
PURCHASE_ORDER_LINES,99198,158686,Goods,5732,21,File Cabinets -  5 Drawer Lateral (Capitalizable),N,Each,39000,26,,,,
PURCHASE_ORDER_LINES,100729,160497,Goods,12017,91,Gamepak1,N,Each,2940,1400,,,,
PURCHASE_ORDER_LINES,100729,160498,Goods,12025,91,Television Digital Capable,N,Each,713230,2300,,,,
PURCHASE_ORDER_LINES,100729,160499,Goods,12027,91,Television HD Ready,N,Each,790680,800,,,,
PURCHASE_ORDER_LINES,100730,160500,Goods,12019,91,"Digital Camera, Standard",N,Each,300000,1200,,,,
PURCHASE_ORDER_LINES,100730,160501,Goods,12023,91,"Digital Camera, Professional",N,Each,498720,1200,,,,
PURCHASE_ORDER_LINES,100731,160502,Goods,12021,91,"Digital Camera, Deluxe",N,Each,396165,1100,,,,
PURCHASE_ORDER_LINES,100733,160505,Goods,11817,91,GameGirl,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100733,160506,Goods,11865,91,Standard Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100733,160507,Goods,11899,91,Deluxe Laptop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100733,160508,Goods,11923,91,Lite Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100733,160509,Goods,11947,91,Standard Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,100733,160510,Goods,11977,91,Deluxe Desktop,Y,Each,0,0,,,,
PURCHASE_ORDER_LINES,108747,171192,Goods,,36,CHECKOUT POINT OF SALE FOR MAC POWERFUL EASY TO USE AFFORDABLE,N,Each,290.35,1,,,,Q99825
PURCHASE_ORDER_LINES,108747,171193,Goods,,36,MYOB ACCOUNTEDGE 2008 FOR MAC ALSO INCLUDES NETWORK EDITION,N,Each,259.14,1,,,,N64092
PURCHASE_ORDER_LINES,108747,171194,Goods,,36,MYOB BUSINESSESSENTIALS V2 FOR WINDOWS,N,Each,85.6,1,,,,J10622
PURCHASE_ORDER_LINES,108747,171195,Goods,,36,MYOB PREMIER ACCOUNTING 2008,N,Each,259.14,1,,,,N64093
PURCHASE_ORDER_LINES,110478,173468,Goods,12017,91,Gamepak1,N,Each,3360,1600,,,,
PURCHASE_ORDER_LINES,110478,173469,Goods,12025,91,Television Digital Capable,N,Each,868280,2800,,,,
PURCHASE_ORDER_LINES,110478,173470,Goods,12027,91,Television HD Ready,N,Each,988350,1000,,,,
PURCHASE_ORDER_LINES,110479,173471,Goods,12019,91,"Digital Camera, Standard",N,Each,350000,1400,,,,
PURCHASE_ORDER_LINES,110479,173472,Goods,12023,91,"Digital Camera, Professional",N,Each,581840,1400,,,,
PURCHASE_ORDER_LINES,110480,173473,Goods,12021,91,"Digital Camera, Deluxe",N,Each,468195,1300,,,,
PURCHASE_ORDER_LINES,110481,173474,Goods,12029,91,"Television 96""",N,Each,2086950,1000,,,,
PURCHASE_ORDER_LINES,110481,173475,Goods,12031,91,"Television 102""",N,Each,3187500,1000,,,,
PURCHASE_ORDER_LINES,103289,163995,Goods,24308,2757,DDR400 DIMM Memory - 184 Pin,N,Each,15000,100,,,,
PURCHASE_ORDER_LINES,101593,161774,Goods,75,36,Paper - requires 2-way match office supply item,N,Each,12100,242,,,,
PURCHASE_ORDER_LINES,108211,170575,Goods,2370,1,Envoy Upgrade Board (Raw),N,Each,250,10,,,,
PURCHASE_ORDER_LINES,108211,170576,Goods,2376,1,Envoy Upgrade Software,N,Each,250,50,,,,
PURCHASE_ORDER_LINES,108211,170577,Goods,2378,1,Envoy Upgrade Manual,N,Each,500,50,,,,
