"PO_ID","LINE_ID","LINE_TYPE","ITEM_ID","CATEGORY_ID","LINE_DESCRIPTION","CANCEL_FLAG","UOM","AMOUNT","QTY","CONTRACT_ID","CONTRACT_LINE_ID","CONTRACT_PRICE_BREAK","SUPPLIER_ITEM_NUMBER"
104802,166092,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
104803,166093,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
104804,166094,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
104804,166095,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
106590,168555,"Goods",,1,"Software","N","EA",928,1,,,,""
86238,139678,"Goods",5552,1353,"Public Relations Services","N","HRS",529200,1512,,,,""
86239,139679,"Goods",5372,1353,"Advertising Services","N","HRS",66400,166,,,,""
84780,136331,"Goods",,1,"Toshiba Laptop","N","Each",2461,1,,,,""
100796,160656,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100797,160657,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100797,160658,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100798,160659,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100798,160660,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100798,160661,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100798,160662,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100798,160663,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100798,160664,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100799,160665,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100799,160666,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100799,160667,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100800,160668,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100800,160669,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100801,160670,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100803,160673,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100803,160674,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100803,160675,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100803,160676,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100803,160677,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100803,160678,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
100804,160679,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100804,160680,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100804,160681,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100805,160682,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100805,160683,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100806,160684,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100807,160685,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100807,160686,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
99778,159308,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",23030,47,,,,""
99779,159309,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",507000,19.5,,,,""
100810,160696,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100810,160697,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100811,160698,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100812,160699,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100812,160700,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
104690,165895,"Goods",59395,3116,"Bathroom Sink","N","Each",600,6,91260,146991,,""
104691,165896,"Goods",59399,3116,"Overhead Track Lighting 4’","N","Each",120,4,91260,146997,,""
104692,165897,"Goods",59401,3116,"Full Length Mirror","N","Each",500,5,91260,146999,,""
104651,165856,"Goods",59399,3116,"Overhead Track Lighting 4’","Y","Each",0,0,91260,146997,,""
104652,165857,"Goods",59401,3116,"Full Length Mirror","Y","Each",0,0,91260,146999,,""
84919,137697,"Goods",,1,"Software","N","EA",851,1,,,,""
85242,138146,"Goods",,1,"Toshiba Laptop","N","Each",2912,1,,,,""
84915,137683,"Goods",5372,1353,"Advertising Services","N","HRS",62000,155,,,,""
84916,137684,"Goods",5552,1353,"Public Relations Services","N","HRS",495600,1416,,,,""
99098,158566,"Goods",,1,"Company Car","N","Each",33860,1,,,,""
100122,159736,"Goods",5734,30,"18"" LCD Flat Panel Monitor","N","Each",51246,54,,,,""
100123,159737,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",304200,11.7,,,,""
100242,159856,"Goods",5560,1353,"Legal Services","N","HRS",94500,210,,,,""
100442,160096,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",91000,3.5,,,,""
98957,158405,"Goods",,1,"Company Car","N","Each",35019,1,,,,""
106187,168031,"Goods",,1,"Dell Desktop","N","Each",3241,1,,,,""
106188,168032,"Goods",,1,"Toshiba Laptop","N","Each",2683,1,,,,""
104856,166218,"Goods",,1,"Dell Desktop","N","Each",3107,1,,,,""
85751,138888,"Goods",,1,"Company Car","N","Each",36266,1,,,,""
117990,182597,"Goods",,1,"Software","N","EA",827,1,,,,""
117991,182598,"Goods",,1,"Dell Monitor","N","Each",488,1,,,,""
117992,182599,"Goods",,1,"Toshiba Laptop","N","Each",3011,1,,,,""
99860,159393,"Goods",75,36,"Paper - requires 2-way match office supply item","N","Each",13550,271,,,,""
99097,158565,"Goods",5728,1354,"Weekly Warehousing","N","Week",390000,15.6,,,,""
99198,158686,"Goods",5732,21,"File Cabinets -  5 Drawer Lateral (Capitalizable)","N","Each",39000,26,,,,""
100729,160497,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100729,160498,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100729,160499,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100730,160500,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100730,160501,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100731,160502,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100733,160505,"Goods",11817,91,"GameGirl","Y","Each",0,0,,,,""
100733,160506,"Goods",11865,91,"Standard Laptop","Y","Each",0,0,,,,""
100733,160507,"Goods",11899,91,"Deluxe Laptop","Y","Each",0,0,,,,""
100733,160508,"Goods",11923,91,"Lite Desktop","Y","Each",0,0,,,,""
100733,160509,"Goods",11947,91,"Standard Desktop","Y","Each",0,0,,,,""
100733,160510,"Goods",11977,91,"Deluxe Desktop","Y","Each",0,0,,,,""
108747,171192,"Goods",,36,"CHECKOUT POINT OF SALE FOR MAC POWERFUL EASY TO USE AFFORDABLE","N","Each",290.35,1,,,,"Q99825"
108747,171193,"Goods",,36,"MYOB ACCOUNTEDGE 2008 FOR MAC ALSO INCLUDES NETWORK EDITION","N","Each",259.14,1,,,,"N64092"
108747,171194,"Goods",,36,"MYOB BUSINESSESSENTIALS V2 FOR WINDOWS","N","Each",85.6,1,,,,"J10622"
108747,171195,"Goods",,36,"MYOB PREMIER ACCOUNTING 2008","N","Each",259.14,1,,,,"N64093"
110478,173468,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
110478,173469,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
110478,173470,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
110479,173471,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
110479,173472,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
110480,173473,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
110481,173474,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
110481,173475,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
103289,163995,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
101593,161774,"Goods",75,36,"Paper - requires 2-way match office supply item","N","Each",12100,242,,,,""
108211,170575,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",250,10,,,,""
108211,170576,"Goods",2376,1,"Envoy Upgrade Software","N","Each",250,50,,,,""
108211,170577,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",500,50,,,,""
108211,170578,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",200,20,,,,""
108211,170579,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",250,10,,,,""
108211,170580,"Goods",2376,1,"Envoy Upgrade Software","N","Each",250,50,,,,""
108211,170581,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",500,50,,,,""
108211,170582,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",200,20,,,,""
109054,171540,"Goods",,1,"Dell Desktop","N","Each",3267,1,,,,""
109540,172242,"Goods",,1,"Dell Monitor","N","Each",518,1,,,,""
113235,176916,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
113235,176917,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
113236,176918,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
113637,177593,"Goods",,1,"Company Car","N","Each",38057,1,,,,""
113639,177595,"Goods",,1,"Toshiba Laptop","N","Each",2675,1,,,,""
113640,177596,"Goods",,1,"Company Car","N","Each",36798,1,,,,""
113957,177913,"Goods",,1,"Dell Desktop","N","Each",3232,1,,,,""
113958,177914,"Goods",,1,"Toshiba Laptop","N","Each",3165,1,,,,""
117030,181397,"Goods",5560,1353,"Legal Services","N","HRS",118800,264,,,,""
101594,161775,"Goods",5734,30,"18"" LCD Flat Panel Monitor","N","Each",46501,49,,,,""
101596,161777,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",455000,17.5,,,,""
101596,161778,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",273000,10.5,,,,""
101597,161779,"Goods",5560,1353,"Legal Services","N","HRS",84150,187,,,,""
102629,163146,"Goods",,1,"Software","N","EA",837,1,,,,""
102630,163147,"Goods",,1,"Dell Desktop","N","Each",3112,1,,,,""
102631,163148,"Goods",,1,"Toshiba Laptop","N","Each",2575,1,,,,""
102632,163149,"Goods",,1,"Company Car","N","Each",35428,1,,,,""
102633,163150,"Goods",,1,"Software","N","EA",891,1,,,,""
102634,163151,"Goods",,1,"Dell Monitor","N","Each",494,1,,,,""
102635,163152,"Goods",,1,"Toshiba Laptop","N","Each",3047,1,,,,""
101734,161935,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
102637,163172,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
102637,163173,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
102639,163175,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
102639,163176,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
102640,163177,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
102640,163178,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
102640,163179,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
102640,163180,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
102640,163181,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
102640,163182,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
109541,172243,"Goods",,1,"Toshiba Laptop","N","Each",3200,1,,,,""
86138,139489,"Goods",,1,"Toshiba Laptop","N","Each",2549,1,,,,""
110620,173670,"Goods",,1,"Toshiba Laptop","N","Each",2606,1,,,,""
110960,174090,"Goods",,1,"Toshiba Laptop","N","Each",3083,1,,,,""
102245,162604,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
102245,162605,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
102245,162606,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
102247,162609,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
102248,162610,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
102248,162611,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
102249,162612,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
102249,162613,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
102249,162614,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
102249,162615,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
102249,162616,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
102249,162617,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
108790,171240,"Goods",,1,"Company Car","N","Each",38476,1,,,,""
108794,171247,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
108794,171248,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
108795,171249,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
108795,171250,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
108795,171251,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
108795,171252,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
108795,171253,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
108795,171254,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
107781,170005,"Goods",,1,"Company Car","N","Each",35036,1,,,,""
108008,170316,"Goods",,1,"Toshiba Laptop","N","Each",3013,1,,,,""
85833,139084,"Goods",,36,"Sharpie 30174 Permanent Marker Set of 4 (Red, Blue, Green, Black)","N","EA",79.75,25,81215,101977,,"30174"
100808,160687,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100808,160688,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100808,160689,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100808,160690,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100808,160691,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100808,160692,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
109620,172350,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
109197,171725,"Goods",,1,"Company Car","N","Each",37203,1,,,,""
107653,169840,"Goods",,1,"Toshiba Laptop","N","Each",2547,1,,,,""
107909,170154,"Goods",,1,"Software","N","EA",881,1,,,,""
85023,137783,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",237.5,10,,,,""
85023,137784,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",175,20,,,,""
85023,137785,"Goods",2376,1,"Envoy Upgrade Software","N","Each",187.5,50,,,,""
85023,137786,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",437.5,50,,,,""
85023,137787,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",237.5,10,,,,""
85023,137788,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",175,20,,,,""
85023,137789,"Goods",2376,1,"Envoy Upgrade Software","N","Each",187.5,50,,,,""
85023,137790,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",437.5,50,,,,""
86135,139486,"Goods",5732,21,"File Cabinets -  5 Drawer Lateral (Capitalizable)","N","Each",40500,27,,,,""
86136,139487,"Goods",5728,1354,"Weekly Warehousing","N","Week",410000,16.4,,,,""
102666,163223,"Goods",12017,91,"Gamepak1","N","Each",3465,1650,,,,""
102666,163224,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
102666,163225,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
102667,163226,"Goods",12019,91,"Digital Camera, Standard","N","Each",362500,1450,,,,""
102667,163227,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
102668,163228,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",486202.5,1350,,,,""
102670,163231,"Goods",11817,91,"GameGirl","N","Each",84222,1800,,,,""
102670,163232,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
102670,163233,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
102670,163234,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
102670,163235,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
102670,163236,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
111513,174788,"Goods",,1,"Dell Monitor","N","Each",499,1,,,,""
104010,164815,"Goods",,1,"Company Car","N","Each",35296,1,,,,""
104050,164875,"Goods",,1,"Software","N","EA",887,1,,,,""
103870,164675,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
103810,164615,"Goods",,1,"Toshiba Laptop","N","Each",2565,1,,,,""
104190,165115,"Goods",,1,"Dell Monitor","N","Each",492,1,,,,""
104370,165315,"Goods",,1,"Toshiba Laptop","N","Each",3036,1,,,,""
110798,173888,"Goods",,1,"Company Car","N","Each",35848,1,,,,""
112280,175636,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
112280,175637,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
112281,175638,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
112282,175639,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
112282,175640,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
112360,175716,"Goods",,1,"Company Car","N","Each",37133,1,,,,""
85285,138233,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",507000,19.5,,,,""
85287,138240,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",23030,47,,,,""
103690,164475,"Goods",,1,"Software","N","EA",834,1,,,,""
103691,164476,"Goods",,1,"Dell Desktop","N","Each",3100,1,,,,""
103592,164480,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
103592,164481,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
103593,164482,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
103594,164483,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
103594,164484,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
103590,164335,"Goods",,1,"Company Car","N","Each",36503,1,,,,""
87748,141779,"Goods",,1,"Dell Monitor","N","Each",477,1,,,,""
87854,141955,"Goods",75,36,"Paper - requires 2-way match office supply item","N","Each",27200,544,,,,""
87964,142094,"Goods",5560,1353,"Legal Services","N","HRS",191700,426,,,,""
105960,167772,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
105960,167773,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
105960,167774,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
105961,167775,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
105961,167776,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
105962,167777,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",468195,1300,,,,""
105964,167780,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
105964,167781,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
105964,167782,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
105964,167783,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
105964,167784,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
105964,167785,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
88102,142240,"Goods",162745,3097,"Body Casting, Shutter Unit","N","Each",12500,500,,,,""
88102,142241,"Goods",162746,3097,"CCD for 8 Megapixel Digital Camera","N","Each",10500,500,,,,""
88102,142242,"Goods",162747,3097,"Motor Rotation Reducing Base Plate","N","Each",33000,500,,,,""
88102,142243,"Goods",162748,3097,"AF Drive Unit","N","Each",20000,500,,,,""
88102,142244,"Goods",162749,3097,"Lens for Digital Camera","N","Each",19500,500,,,,""
111553,174828,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
112440,175796,"Goods",,1,"Software","N","EA",848,1,,,,""
112441,175797,"Goods",,1,"Company Car","N","Each",35905,1,,,,""
97419,156436,"Goods",,1,"Dell Desktop","N","Each",3118,1,,,,""
97420,156437,"Goods",,1,"Software","N","EA",892,1,,,,""
97421,156438,"Goods",,1,"Toshiba Laptop","N","Each",3053,1,,,,""
105243,166764,"Goods",,1,"Dell Monitor","N","Each",493,1,,,,""
107405,169524,"Goods",,1,"Company Car","N","Each",36235,1,,,,""
112620,176076,"Goods",,1,"Dell Desktop","N","Each",3153,1,,,,""
112621,176077,"Goods",,1,"Software","N","EA",903,1,,,,""
112622,176078,"Goods",,1,"Toshiba Laptop","N","Each",3088,1,,,,""
100734,160511,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100734,160512,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100734,160513,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100736,160516,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100737,160517,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100737,160518,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100738,160519,"Goods",11817,91,"GameGirl","Y","Each",0,0,,,,""
100738,160520,"Goods",11865,91,"Standard Laptop","Y","Each",0,0,,,,""
100738,160521,"Goods",11899,91,"Deluxe Laptop","Y","Each",0,0,,,,""
100738,160522,"Goods",11923,91,"Lite Desktop","Y","Each",0,0,,,,""
100738,160523,"Goods",11947,91,"Standard Desktop","Y","Each",0,0,,,,""
100738,160524,"Goods",11977,91,"Deluxe Desktop","Y","Each",0,0,,,,""
100739,160525,"Goods",12017,91,"Gamepak1","N","Each",2940,1400,,,,""
100739,160526,"Goods",12025,91,"Television Digital Capable","N","Each",713230,2300,,,,""
100739,160527,"Goods",12027,91,"Television HD Ready","N","Each",790680,800,,,,""
100740,160528,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100740,160529,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100742,160472,"Goods",12019,91,"Digital Camera, Standard","N","Each",300000,1200,,,,""
100742,160473,"Goods",12023,91,"Digital Camera, Professional","N","Each",498720,1200,,,,""
100743,160474,"Goods",12021,91,"Digital Camera, Deluxe","N","Each",396165,1100,,,,""
100744,160475,"Goods",12029,91,"Television 96""","N","Each",1669560,800,,,,""
100744,160476,"Goods",12031,91,"Television 102""","N","Each",2550000,800,,,,""
100745,160477,"Goods",11817,91,"GameGirl","N","Each",65506,1400,,,,""
100745,160478,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
100745,160479,"Goods",11899,91,"Deluxe Laptop","N","Each",1137669,1300,,,,""
100745,160480,"Goods",11923,91,"Lite Desktop","N","Each",1057236,1900,,,,""
100745,160481,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
100745,160482,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
99557,159085,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
99319,158807,"Goods",,1,"Software","N","EA",800,1,,,,""
99320,158808,"Goods",,1,"Dell Desktop","N","Each",2974,1,,,,""
99321,158809,"Goods",,1,"Software","N","EA",851,1,,,,""
99323,158811,"Goods",,1,"Toshiba Laptop","N","Each",2912,1,,,,""
106039,167849,"Goods",,1,"Software","N","EA",872,1,,,,""
106085,167889,"Goods",,1,"Company Car","N","Each",38170,1,,,,""
107503,169620,"Goods",12017,91,"Gamepak1","N","Each",3360,1600,,,,""
107503,169621,"Goods",12025,91,"Television Digital Capable","N","Each",868280,2800,,,,""
107503,169622,"Goods",12027,91,"Television HD Ready","N","Each",988350,1000,,,,""
107504,169623,"Goods",12019,91,"Digital Camera, Standard","N","Each",350000,1400,,,,""
107504,169624,"Goods",12023,91,"Digital Camera, Professional","N","Each",581840,1400,,,,""
107506,169626,"Goods",12029,91,"Television 96""","N","Each",2086950,1000,,,,""
107506,169627,"Goods",12031,91,"Television 102""","N","Each",3187500,1000,,,,""
107507,169628,"Goods",11817,91,"GameGirl","N","Each",79543,1700,,,,""
107507,169629,"Goods",11865,91,"Standard Laptop","N","Each",507584,800,,,,""
107507,169630,"Goods",11899,91,"Deluxe Laptop","N","Each",1312695,1500,,,,""
107507,169631,"Goods",11923,91,"Lite Desktop","N","Each",1279812,2300,,,,""
107507,169632,"Goods",11947,91,"Standard Desktop","N","Each",420160,500,,,,""
107507,169633,"Goods",11977,91,"Deluxe Desktop","N","Each",666192,600,,,,""
95195,152784,"Goods",59402,26,"NonStock Direct: Shelving Installation Services","N","Hour",270,6,53531,65789,,""
93816,150667,"Goods",5734,30,"18"" LCD Flat Panel Monitor","N","Each",47450,50,,,,""
94328,151618,"Goods",,1,"Company Car","N","Each",35856,1,,,,""
117750,182277,"Goods",,1,"Company Car","N","Each",36210,1,,,,""
117893,182480,"Goods",,1,"Dell Desktop","N","Each",3075,1,,,,""
117894,182481,"Goods",,1,"Company Car","N","Each",35012,1,,,,""
117895,182482,"Goods",,1,"Software","N","EA",880,1,,,,""
89054,143426,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
89437,143989,"Goods",73,36,"Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset)","N","Each",45080,92,,,,""
88291,142501,"Goods",,1,"Company Car","N","Each",35303,1,,,,""
94329,151619,"Goods",,1,"Software","N","EA",819,1,,,,""
94330,151620,"Goods",,1,"Toshiba Laptop","N","Each",2520,1,,,,""
94331,151621,"Goods",,1,"Company Car","N","Each",34669,1,,,,""
94042,151003,"Goods",24308,2757,"DDR400 DIMM Memory - 184 Pin","N","Each",15000,100,,,,""
94737,152175,"Goods",,1,"Dell Monitor","N","Each",483,1,,,,""
116547,180868,"Rate Based Temp Labor",,2662,"Temporary Business Consultant in Vision Corp","N","Hour",2400,1,38375,46140,,""
117430,181917,"Goods",5730,1354,"Cleaning and Maintenance - Weekly","N","Week",119600,4.6,,,,""
117690,182217,"Goods",,1,"Toshiba Laptop","N","Each",2545,1,,,,""
88975,143327,"Goods",,1,"Dell Monitor","N","Each",476,1,,,,""
88555,142785,"Goods",,1,"Dell Desktop","N","Each",2998,1,,,,""
89880,144517,"Goods",5734,30,"18"" LCD Flat Panel Monitor","N","Each",102492,108,,,,""
90150,144987,"Goods",5728,1354,"Weekly Warehousing","N","Week",700000,28,,,,""
94497,151832,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",200,10,,,,""
94497,151833,"Goods",2376,1,"Envoy Upgrade Software","N","Each",125,50,,,,""
94497,151834,"Goods",2378,1,"Envoy Upgrade Manual","N","Each",250,50,,,,""
94497,151835,"Goods",2372,1,"Envoy Upgrade Switch","N","Each",100,20,,,,""
94497,151836,"Goods",2370,1,"Envoy Upgrade Board (Raw)","N","Each",200,10,,,,""
94497,151837,"Goods",2376,1,"Envoy Upgrade Software","N","Each",125,50,,,,""
