"INVOICE_ID","CREATION_DATE","SUPPLIER_ID","SUPPLIER_SITE_ID","INVOICE_NUMBER","CANCEL_FLAG","DESCRIPTION","DOCUMENT_TYPE","PAY_TERMS","PAYMENT_TERMS_ID","PAYMENT_DUE_DATE","INVOICE_DATE","CURRENCY_CODE","EXCHANGE_RATE_DATE","EXCHANGE_RATE","CURRENCY_RATE_TYPE","INVOICE_CURRENCY_AMOUNT","PAY_CURRENCY_CODE","INVOICE_AMOUNT","CREATION_METHOD","INVOICE_TYPE","INVOICE_SUB_TYPE","APPROVAL_REQUIRED","PAYMENT_TYPE","PAY_GROUP","INVOICE_RECEIVED_DATE"
160638,"10-OCT-2013",147,2033,"ERS-8095-122407","N","Receipt Invoice automatically created on 10-OCT-06","","45 Net (terms date + 45)",10003,"10-OCT-2013","10-OCT-2013","USD",10/OCT/06,1,"",135500,"USD",135500,"ERS","STANDARD","ERS","N","","SIZZLE","10-OCT-2013 00:00"
162391,"06-NOV-2013",9,12,"ERS-8115-123514","N","Receipt Invoice automatically created on 06-NOV-06","","30 Net (terms date + 30)",10002,"06-NOV-2013","06-NOV-2013","USD",06/NOV/06,1,"",800,"USD",800,"ERS","STANDARD","ERS","N","","STANDARD","06-NOV-2013 00:00"
162248,"03-NOV-2013",578,1275,"ERS-8113-123448","N","Receipt Invoice automatically created on 03-NOV-06","","45 Net (terms date + 45)",10003,"03-NOV-2013","03-NOV-2013","USD",03/NOV/06,1,"",101400,"USD",101400,"ERS","STANDARD","ERS","N","","SIZZLE","03-NOV-2013 00:00"
163155,"13-NOV-2013",2127,5037,"ERS-10-NOV-06-123960","N","Receipt Invoice automatically created on 10-NOV-06","","45 Net (terms date + 45)",10003,"10-NOV-2013","10-NOV-2013","USD",10/NOV/06,1,"",45,"USD",45,"ERS","STANDARD","ERS","N","","STANDARD","10-NOV-2013 00:00"
156086,"10-AUG-2013",147,259,"ERS-23496-119412","N","Receipt Invoice automatically created on 10-AUG-06","","45 Net (terms date + 45)",10003,"10-AUG-2013","10-AUG-2013","USD",,,"",5640.8,"USD",5640.8,"ERS","STANDARD","ERS","N","CHECK","STANDARD","10-AUG-2013 00:00"
163705,"15-NOV-2013",21,41,"ERS-5030-124200","N","Receipt Invoice automatically created on 14-NOV-06","","2/10 NET 30",10014,"14-NOV-2013","14-NOV-2013","USD",14/NOV/06,1,"",1037.5,"USD",1037.5,"ERS","STANDARD","ERS","N","","STANDARD","14-NOV-2013 00:00"
167237,"13-DEC-2013",21,1969,"AND112506","N","","","30 Net (terms date + 30)",10002,"25-NOV-2013","25-NOV-2013","USD",,,"",90700,"USD",90700,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167239,"13-DEC-2013",6,7,"ATT112506","N","","","30 Net (terms date + 30)",10002,"25-NOV-2013","25-NOV-2013","USD",,,"",52850,"USD",52850,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
164868,"22-NOV-2013",21,1969,"519003","N","","","Immediate",10001,"22-NOV-2013","22-NOV-2013","USD",,,"",17500,"USD",17500,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
165492,"30-NOV-2013",415,1087,"ERS-8138-124864","N","Receipt Invoice automatically created on 30-NOV-06","","45 Net (terms date + 45)",10003,"30-NOV-2013","30-NOV-2013","USD",30/NOV/06,1,"",94500,"USD",94500,"ERS","STANDARD","ERS","N","","STANDARD","30-NOV-2013 00:00"
166640,"08-DEC-2013",557,1233,"ERS-8146-125338","N","Receipt Invoice automatically created on 08-DEC-06","","45 Net (terms date + 45)",10003,"08-DEC-2013","08-DEC-2013","USD",08/DEC/06,1,"",3080,"USD",3080,"ERS","STANDARD","ERS","N","","STANDARD","08-DEC-2013 00:00"
167160,"13-DEC-2013",22,1971,"CSI090506","N","","","Immediate",10001,"05-SEP-2013","05-SEP-2013","USD",,,"",4330,"USD",4330,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167168,"13-DEC-2013",9,12,"OSI091206","N","","","Immediate",10001,"12-SEP-2013","12-SEP-2013","USD",,,"",26050,"USD",26050,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167178,"13-DEC-2013",21,1969,"AND091906","N","","","30 Net (terms date + 30)",10002,"19-SEP-2013","19-SEP-2013","USD",,,"",106590,"USD",106590,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167193,"13-DEC-2013",6,7,"ATT100506","N","","","30 Net (terms date + 30)",10002,"05-OCT-2013","05-OCT-2013","USD",,,"",57540,"USD",57540,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167194,"13-DEC-2013",21,1969,"AND100506","N","","","30 Net (terms date + 30)",10002,"05-OCT-2013","05-OCT-2013","USD",,,"",98740,"USD",98740,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167197,"13-DEC-2013",21,1969,"AND101206","N","","","30 Net (terms date + 30)",10002,"12-OCT-2013","12-OCT-2013","USD",,,"",98740,"USD",98740,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167163,"13-DEC-2013",9,12,"OSI090506","N","","","Immediate",10001,"05-SEP-2013","05-SEP-2013","USD",,,"",26050,"USD",26050,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167186,"13-DEC-2013",209,330,"BMI092606","N","","","Immediate",10001,"26-SEP-2013","26-SEP-2013","USD",,,"",137500,"USD",137500,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167223,"13-DEC-2013",9,12,"OSI110406","N","","","Immediate",10001,"04-NOV-2013","04-NOV-2013","USD",,,"",22170,"USD",22170,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167229,"13-DEC-2013",22,1971,"CSI111406","N","","","Immediate",10001,"14-NOV-2013","14-NOV-2013","USD",,,"",3690,"USD",3690,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167230,"13-DEC-2013",209,330,"BMI111806","N","","","Immediate",10001,"18-NOV-2013","18-NOV-2013","USD",,,"",117000,"USD",117000,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167221,"13-DEC-2013",21,1969,"AND110406","N","","","30 Net (terms date + 30)",10002,"04-NOV-2013","04-NOV-2013","USD",,,"",90700,"USD",90700,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167227,"13-DEC-2013",4,4,"UPS111406","N","","","Immediate",10001,"14-NOV-2013","14-NOV-2013","USD",,,"",46540,"USD",46540,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167243,"13-DEC-2013",4,4,"UPS120506","N","","","Immediate",10001,"05-DEC-2013","05-DEC-2013","USD",,,"",49730,"USD",49730,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
167253,"13-DEC-2013",6,7,"ATT121406","N","","","30 Net (terms date + 30)",10002,"11-DEC-2013","11-DEC-2013","USD",,,"",56480,"USD",56480,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
168299,"09-JAN-2014",21,41,"ERS-5032-126538","N","Receipt Invoice automatically created on 09-JAN-07","","2/10 NET 30",10014,"09-JAN-2014","09-JAN-2014","USD",09/JAN/07,1,"",920,"USD",920,"ERS","STANDARD","ERS","N","","STANDARD","09-JAN-2014 00:00"
168553,"11-JAN-2014",4,4,"UPS121406","N","","","Immediate",10001,"14-DEC-2013","14-DEC-2013","USD",,,"",49730,"USD",49730,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
168626,"11-JAN-2014",1555,3738,"ERS-8169-126792","N","Receipt Invoice automatically created on 11-JAN-07","","45 Net (terms date + 45)",10003,"11-JAN-2014","11-JAN-2014","USD",11/JAN/07,1,"",660,"USD",660,"ERS","STANDARD","ERS","N","","STANDARD","11-JAN-2014 00:00"
169143,"19-JAN-2014",9,12,"ERS-8174-127311","N","Receipt Invoice automatically created on 19-JAN-07","","30 Net (terms date + 30)",10002,"19-JAN-2014","19-JAN-2014","USD",19/JAN/07,1,"",1670,"USD",1670,"ERS","STANDARD","ERS","N","","STANDARD","19-JAN-2014 00:00"
169145,"19-JAN-2014",557,1233,"ERS-8176-127313","N","Receipt Invoice automatically created on 19-JAN-07","","45 Net (terms date + 45)",10003,"19-JAN-2014","19-JAN-2014","USD",19/JAN/07,1,"",8923,"USD",8923,"ERS","STANDARD","ERS","N","","STANDARD","19-JAN-2014 00:00"
168569,"11-JAN-2014",9,12,"CMOSI1106","N","","","Immediate",10001,"19-DEC-2013","19-DEC-2013","USD",,,"",-2177,"USD",-2177,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
168571,"11-JAN-2014",6,7,"CMATT1106","N","","","30 Net (terms date + 30)",10002,"25-DEC-2013","25-DEC-2013","USD",,,"",-5191,"USD",-5191,"EXTERNAL","CREDIT","EXTERNAL","N","","STANDARD",""
169799,"01-FEB-2014",1178,2854,"25-JAN-2007","N","","","2/10 NET 30",10014,"25-JAN-2014","25-JAN-2014","USD",,,"",2199,"USD",2199,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
169278,"23-JAN-2014",21,1969,"90067","N","","","Immediate",10001,"23-JAN-2014","23-JAN-2014","USD",,,"",19000,"USD",19000,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
169385,"24-JAN-2014",415,1087,"ERS-8178-127553","N","Receipt Invoice automatically created on 24-JAN-07","","45 Net (terms date + 45)",10003,"24-JAN-2014","24-JAN-2014","USD",24/JAN/07,1,"",191700,"USD",191700,"ERS","STANDARD","ERS","N","","STANDARD","24-JAN-2014 00:00"
170075,"05-FEB-2014",557,1233,"ERS-8187-128148","N","Receipt Invoice automatically created on 05-FEB-07","","45 Net (terms date + 45)",10003,"05-FEB-2014","05-FEB-2014","USD",05/FEB/07,1,"",2998,"USD",2998,"ERS","STANDARD","ERS","N","","STANDARD","05-FEB-2014 00:00"
171155,"16-FEB-2014",22,1971,"CSI020407","N","","","Immediate",10001,"03-FEB-2014","03-FEB-2014","USD",,,"",3640,"USD",3640,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
171156,"16-FEB-2014",22,1971,"CSI021107","N","","","Immediate",10001,"10-FEB-2014","10-FEB-2014","USD",,,"",3640,"USD",3640,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
171705,"28-FEB-2014",4,4,"UPS022507","N","","","Immediate",10001,"24-FEB-2014","24-FEB-2014","USD",,,"",45940,"USD",45940,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
171707,"28-FEB-2014",9,12,"OSI022507","N","","","Immediate",10001,"24-FEB-2014","24-FEB-2014","USD",,,"",21880,"USD",21880,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
171710,"28-FEB-2014",21,1969,"AND022507","N","","","30 Net (terms date + 30)",10002,"24-FEB-2014","24-FEB-2014","USD",,,"",89520,"USD",89520,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
172651,"19-MAR-2014",21,1969,"AND031807","N","","","30 Net (terms date + 30)",10002,"17-MAR-2014","17-MAR-2014","USD",,,"",81000,"USD",81000,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
172607,"16-MAR-2014",209,330,"BMI030407","N","","","Immediate",10001,"03-MAR-2014","03-MAR-2014","USD",,,"",104490,"USD",104490,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
172612,"16-MAR-2014",22,1971,"CSI031107","N","","","Immediate",10001,"10-MAR-2014","10-MAR-2014","USD",,,"",3290,"USD",3290,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
172616,"16-MAR-2014",21,1969,"AND031107","N","","","30 Net (terms date + 30)",10002,"10-MAR-2014","10-MAR-2014","USD",,,"",81000,"USD",81000,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
173183,"26-MAR-2014",21,1969,"AND032507","N","","","30 Net (terms date + 30)",10002,"24-MAR-2014","24-MAR-2014","USD",,,"",81000,"USD",81000,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
173452,"03-APR-2014",415,1087,"ERS-8223-130533","N","Receipt Invoice automatically created on 03-APR-07","","45 Net (terms date + 45)",10003,"03-APR-2014","03-APR-2014","USD",03/APR/07,1,"",1191200,"USD",1191200,"ERS","STANDARD","ERS","N","","STANDARD","03-APR-2014 00:00"
174123,"16-APR-2014",9,12,"ERS-8232-131194","N","Receipt Invoice automatically created on 16-APR-07","","30 Net (terms date + 30)",10002,"16-APR-2014","16-APR-2014","USD",16/APR/07,1,"",897,"USD",897,"ERS","STANDARD","ERS","N","","STANDARD","16-APR-2014 00:00"
174342,"18-APR-2014",4,4,"UPS041907","N","","","Immediate",10001,"18-APR-2014","18-APR-2014","USD",,,"",49780,"USD",49780,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
174056,"13-APR-2014",6,7,"ATT041207","N","","","30 Net (terms date + 30)",10002,"13-APR-2014","13-APR-2014","USD",,,"",56540,"USD",56540,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
174175,"16-APR-2014",1178,2854,"21-FEB-2007","N","","","2/10 NET 30",10014,"21-FEB-2014","21-FEB-2014","USD",,,"",1729,"USD",1729,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
174678,"27-APR-2014",22,1971,"CSI042607","N","","","Immediate",10001,"25-APR-2014","25-APR-2014","USD",,,"",3950,"USD",3950,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
175038,"04-MAY-2014",415,1087,"ERS-8242-132051","N","Receipt Invoice automatically created on 04-MAY-07","","45 Net (terms date + 45)",10003,"04-MAY-2014","04-MAY-2014","USD",04/MAY/07,1,"",1115200,"USD",1115200,"ERS","STANDARD","ERS","N","","STANDARD","04-MAY-2014 00:00"
175041,"04-MAY-2014",209,330,"BMI050507","N","","","Immediate",10001,"04-MAY-2014","04-MAY-2014","USD",,,"",117060,"USD",117060,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
176172,"25-MAY-2014",21,1969,"AND052607","N","","","30 Net (terms date + 30)",10002,"25-MAY-2014","25-MAY-2014","USD",,,"",90740,"USD",90740,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
176519,"04-JUN-2014",9,12,"OSI070307","N","","","Immediate",10001,"02-JUN-2014","02-JUN-2014","USD",,,"",20630,"USD",20630,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
176875,"11-JUN-2014",147,2033,"ERS-8265-133919","N","Receipt Invoice automatically created on 11-JUN-07","","45 Net (terms date + 45)",10003,"11-JUN-2014","11-JUN-2014","USD",11/JUN/07,1,"",135500,"USD",135500,"ERS","STANDARD","ERS","N","","SIZZLE","11-JUN-2014 00:00"
176882,"11-JUN-2014",22,1971,"CSI071007","N","","","Immediate",10001,"09-JUN-2014","09-JUN-2014","USD",,,"",3430,"USD",3430,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
177031,"13-JUN-2014",21,41,"ERS-5038-134052","N","Receipt Invoice automatically created on 13-JUN-07","","2/10 NET 30",10014,"13-JUN-2014","13-JUN-2014","USD",13/JUN/07,1,"",1330,"USD",1330,"ERS","STANDARD","ERS","N","","STANDARD","13-JUN-2014 00:00"
177999,"28-JUN-2014",21,1969,"300123","N","","","Immediate",10001,"28-JUN-2014","28-JUN-2014","USD",,,"",19500,"USD",19500,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
177951,"27-JUN-2014",16148,5823,"ERS-2136-134814","N","Receipt Invoice automatically created on 27-JUN-07","","45 Net (terms date + 45)",10003,"27-JUN-2014","27-JUN-2014","USD",27/JUN/07,1,"",160000,"USD",160000,"ERS","STANDARD","ERS","N","","STANDARD","27-JUN-2014 00:00"
177683,"25-JUN-2014",4,4,"UPS072407","N","","","Immediate",10001,"23-JUN-2014","23-JUN-2014","USD",,,"",43310,"USD",43310,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
178536,"10-JUL-2014",557,1233,"ERS-8282-135417","N","Receipt Invoice automatically created on 10-JUL-07","","45 Net (terms date + 45)",10003,"10-JUL-2014","10-JUL-2014","USD",10/JUL/07,1,"",400000,"USD",400000,"ERS","STANDARD","ERS","N","","STANDARD","10-JUL-2014 00:00"
178451,"09-JUL-2014",21,1969,"6110123","N","","","Immediate",10001,"09-JUL-2014","09-JUL-2014","USD",,,"",19000,"USD",19000,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
178806,"13-JUL-2014",209,330,"BMI071207","N","","","Immediate",10001,"13-JUL-2014","13-JUL-2014","USD",,,"",121750,"USD",121750,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
179183,"27-JUL-2014",21,1969,"6001321","N","","","Immediate",10001,"27-JUL-2014","27-JUL-2014","USD",,,"",18500,"USD",18500,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
178980,"17-JUL-2014",578,1275,"ERS-8285-135920","N","Receipt Invoice automatically created on 17-JUL-07","","45 Net (terms date + 45)",10003,"17-JUL-2014","17-JUL-2014","USD",17/JUL/07,1,"",520000,"USD",520000,"ERS","STANDARD","ERS","N","","SIZZLE","17-JUL-2014 00:00"
179627,"02-AUG-2014",1178,2854,"25-JUL-2007","N","","","2/10 NET 30",10014,"25-JUL-2014","25-JUL-2014","USD",,,"",2235,"USD",2235,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
179796,"06-AUG-2014",9,12,"OSI080507","N","","","Immediate",10001,"04-AUG-2014","04-AUG-2014","USD",,,"",22330,"USD",22330,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
180380,"13-AUG-2014",557,1233,"ERS-8311-137028","N","Receipt Invoice automatically created on 13-AUG-07","","45 Net (terms date + 45)",10003,"13-AUG-2014","13-AUG-2014","USD",13/AUG/07,1,"",2987,"USD",2987,"ERS","STANDARD","ERS","N","","STANDARD","13-AUG-2014 00:00"
180240,"09-AUG-2014",558,1234,"ERS-8301-136881","N","Receipt Invoice automatically created on 09-AUG-07","","45 Net (terms date + 45)",10003,"09-AUG-2014","09-AUG-2014","USD",09/AUG/07,1,"",249.95,"USD",249.95,"ERS","STANDARD","ERS","N","","STANDARD","09-AUG-2014 00:00"
180246,"09-AUG-2014",2041,4740,"ERS-8307-136887","N","Receipt Invoice automatically created on 09-AUG-07","","45 Net (terms date + 45)",10003,"09-AUG-2014","09-AUG-2014","USD",09/AUG/07,1,"",800,"USD",800,"ERS","STANDARD","ERS","N","","STANDARD","09-AUG-2014 00:00"
180596,"16-AUG-2014",145,255,"5728pay2","N","","","45 Net (terms date + 45)",10003,"16-AUG-2014","16-AUG-2014","USD",,,"",4000,"USD",4000,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
181179,"04-SEP-2014",209,330,"BMI090507","N","","","Immediate",10001,"04-SEP-2014","04-SEP-2014","USD",,,"",117300,"USD",117300,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
181180,"04-SEP-2014",9,12,"OSI090507","N","","","Immediate",10001,"04-SEP-2014","04-SEP-2014","USD",,,"",22230,"USD",22230,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
180723,"21-AUG-2014",209,330,"BMI081907","N","","","Immediate",10001,"18-AUG-2014","18-AUG-2014","USD",,,"",117870,"USD",117870,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
181673,"10-SEP-2014",147,2033,"ERS-8324-138082","N","Receipt Invoice automatically created on 10-SEP-07","","45 Net (terms date + 45)",10003,"10-SEP-2014","10-SEP-2014","USD",10/SEP/07,1,"",35588,"USD",35588,"ERS","STANDARD","ERS","N","","SIZZLE","10-SEP-2014 00:00"
181955,"18-SEP-2014",4,4,"UPS091907","N","","","Immediate",10001,"18-SEP-2014","18-SEP-2014","USD",,,"",46660,"USD",46660,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
182487,"02-OCT-2014",21,1969,"22230010","N","","","Immediate",10001,"02-OCT-2014","02-OCT-2014","USD",,,"",16500,"USD",16500,"MANUAL INVOICE ENTRY","STANDARD","MANUAL INVOICE ENTRY","N","","STANDARD",""
182332,"01-OCT-2014",209,330,"BMI092607","N","","","Immediate",10001,"25-SEP-2014","25-SEP-2014","USD",,,"",117300,"USD",117300,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
182335,"01-OCT-2014",6,7,"ATT092607","N","","","30 Net (terms date + 30)",10002,"25-SEP-2014","25-SEP-2014","USD",,,"",52990,"USD",52990,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
182329,"01-OCT-2014",578,1275,"ERS-8337-138689","N","Receipt Invoice automatically created on 01-OCT-07","","45 Net (terms date + 45)",10003,"01-OCT-2014","01-OCT-2014","USD",01/OCT/07,1,"",304200,"USD",304200,"ERS","STANDARD","ERS","N","","SIZZLE","01-OCT-2014 00:00"
182460,"02-OCT-2014",415,1087,"ERS-8339-138781","N","Receipt Invoice automatically created on 02-OCT-07","","45 Net (terms date + 45)",10003,"02-OCT-2014","02-OCT-2014","USD",02/OCT/07,1,"",94500,"USD",94500,"ERS","STANDARD","ERS","N","","STANDARD","02-OCT-2014 00:00"
183801,"18-OCT-2014",578,1275,"ERS-8350-140092","N","Receipt Invoice automatically created on 18-OCT-07","","45 Net (terms date + 45)",10003,"18-OCT-2014","18-OCT-2014","USD",18/OCT/07,1,"",111800,"USD",111800,"ERS","STANDARD","ERS","N","","SIZZLE","18-OCT-2014 00:00"
184655,"25-OCT-2014",22,2035,"ERS-8357-140917","N","Receipt Invoice automatically created on 25-OCT-07","","4/10, 3/20, 2/30 Net  60",10009,"25-OCT-2014","25-OCT-2014","USD",25/OCT/07,1,"",3900,"USD",3900,"ERS","STANDARD","ERS","N","","STANDARD","25-OCT-2014 00:00"
184892,"26-OCT-2014",-222,-222,"1176223","N","","","30 Net (terms date + 30)",10002,"26-OCT-2014","26-OCT-2014","USD",,,"",15900,"USD",15900,"RECEIVABLES","PAYMENT REQUEST","RECEIVABLES","N","","STANDARD",""
185098,"29-OCT-2014",21,41,"ERS-5039-141380","N","Receipt Invoice automatically created on 29-OCT-07","","2/10 NET 30",10014,"29-OCT-2014","29-OCT-2014","USD",29/OCT/07,1,"",1232.5,"USD",1232.5,"ERS","STANDARD","ERS","N","","STANDARD","29-OCT-2014 00:00"
187168,"05-NOV-2014",4,4,"UPS110407","N","","","Immediate",10001,"03-NOV-2014","03-NOV-2014","USD",,,"",46550,"USD",46550,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
187169,"05-NOV-2014",209,330,"BMI110407","N","","","Immediate",10001,"03-NOV-2014","03-NOV-2014","USD",,,"",117030,"USD",117030,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
188576,"13-NOV-2014",21,41,"ERS-5043-143377","N","Receipt Invoice automatically created on 13-NOV-07","","2/10 NET 30",10014,"13-NOV-2014","13-NOV-2014","USD",13/NOV/07,1,"",1102.5,"USD",1102.5,"ERS","STANDARD","ERS","N","","STANDARD","13-NOV-2014 00:00"
188521,"13-NOV-2014",22,1971,"CSI111407","N","","","Immediate",10001,"13-NOV-2014","13-NOV-2014","USD",,,"",3690,"USD",3690,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
188523,"13-NOV-2014",21,1969,"AND111407","N","","","30 Net (terms date + 30)",10002,"13-NOV-2014","13-NOV-2014","USD",,,"",90720,"USD",90720,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
189288,"19-NOV-2014",6,7,"ATT111807","N","","","30 Net (terms date + 30)",10002,"17-NOV-2014","17-NOV-2014","USD",,,"",52870,"USD",52870,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
190217,"26-NOV-2014",6,7,"ATT112507","N","","","30 Net (terms date + 30)",10002,"24-NOV-2014","24-NOV-2014","USD",,,"",52870,"USD",52870,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
190870,"04-DEC-2014",209,330,"BMI120507","N","","","Immediate",10001,"04-DEC-2014","04-DEC-2014","USD",,,"",105130,"USD",105130,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
190874,"04-DEC-2014",21,1969,"AND120507","N","","","30 Net (terms date + 30)",10002,"04-DEC-2014","04-DEC-2014","USD",,,"",81500,"USD",81500,"EXTERNAL","STANDARD","EXTERNAL","N","","STANDARD",""
191327,"07-DEC-2014",11,15,"ERS-12057-145627","N","Receipt Invoice automatically created on 01-JUN-07","","45 Net (terms date + 45)",10003,"01-JUN-2014","01-JUN-2014","USD",01/JUN/07,1,"",798720,"USD",798720,"ERS","STANDARD","ERS","N","","EDI","01-JUN-2014 00:00"
191341,"07-DEC-2014",21,41,"ERS-12072-145641","N","Receipt Invoice automatically created on 01-MAR-07","","45 Net (terms date + 45)",10003,"01-MAR-2014","01-MAR-2014","USD",01/MAR/07,1,"",1506850,"USD",1506850,"ERS","STANDARD","ERS","N","","STANDARD","01-MAR-2014 00:00"
191398,"10-DEC-2014",21,41,"ERS-23636-145698","N","Receipt Invoice automatically created on 07-DEC-07","","Immediate",10001,"07-DEC-2014","07-DEC-2014","USD",07/DEC/07,1,"",26685.45,"USD",26685.45,"ERS","STANDARD","ERS","N","","STANDARD","07-DEC-2014 00:00"
191353,"07-DEC-2014",147,259,"ERS-12083-145653","N","Receipt Invoice automatically created on 01-NOV-06","","45 Net (terms date + 45)",10003,"01-NOV-2013","01-NOV-2013","USD",01/NOV/06,1,"",396165,"USD",396165,"ERS","STANDARD","ERS","N","","STANDARD","01-NOV-2013 00:00"
191423,"11-DEC-2014",21,41,"ERS-23646-145723","N","Receipt Invoice automatically created on 07-DEC-07","","Immediate",10001,"07-DEC-2014","07-DEC-2014","USD",07/DEC/07,1,"",22732.05,"USD",22732.05,"ERS","STANDARD","ERS","N","","STANDARD","07-DEC-2014 00:00"
191358,"07-DEC-2014",147,259,"ERS-12088-145658","N","Receipt Invoice automatically created on 01-FEB-07","","45 Net (terms date + 45)",10003,"01-FEB-2014","01-FEB-2014","USD",01/FEB/07,1,"",396165,"USD",396165,"ERS","STANDARD","ERS","N","","STANDARD","01-FEB-2014 00:00"
191416,"10-DEC-2014",1718,4081,"ERS-07-DEC-07-145716","N","Receipt Invoice automatically created on 07-DEC-07","","45 Net (terms date + 45)",10003,"07-DEC-2014","07-DEC-2014","USD",07/DEC/07,1,"",41739,"USD",41739,"ERS","STANDARD","ERS","N","","STANDARD","07-DEC-2014 00:00"
191464,"13-DEC-2014",415,1087,"ERS-8395-145764","N","Receipt Invoice automatically created on 11-DEC-07","","45 Net (terms date + 45)",10003,"11-DEC-2014","11-DEC-2014","USD",11/DEC/07,1,"",111300,"USD",111300,"ERS","STANDARD","ERS","N","","STANDARD","11-DEC-2014 00:00"
191371,"07-DEC-2014",557,1233,"ERS-8391-145671","N","Receipt Invoice automatically created on 18-SEP-06","","45 Net (terms date + 45)",10003,"18-SEP-2013","18-SEP-2013","USD",18/SEP/06,1,"",3061,"USD",3061,"ERS","STANDARD","ERS","N","","STANDARD","18-SEP-2013 00:00"
191381,"07-DEC-2014",1718,4081,"ERS-01-MAY-07-145681","N","Receipt Invoice automatically created on 01-MAY-07","","45 Net (terms date + 45)",10003,"01-MAY-2014","01-MAY-2014","USD",01/MAY/07,1,"",4219560,"USD",4219560,"ERS","STANDARD","ERS","N","","STANDARD","01-MAY-2014 00:00"
