RECORD_TYPE:INVOICES,INVOICE_ID,CREATION_DATE,SUPPLIER_ID,SUPPLIER_SITE_ID,INVOICE_NUMBER,CANCEL_FLAG,DESCRIPTION,DOCUMENT_TYPE,PAY_TERMS,PAYMENT_TERMS_ID,PAYMENT_DUE_DATE,INVOICE_DATE,CURRENCY_CODE,EXCHANGE_RATE_DATE,EXCHANGE_RATE,CURRENCY_RATE_TYPE,INVOICE_CURRENCY_AMOUNT,PAY_CURRENCY_CODE,INVOICE_AMOUNT,CREATION_METHOD,INVOICE_TYPE,INVOICE_SUB_TYPE,APPROVAL_REQUIRED,PAYMENT_TYPE,PAY_GROUP,INVOICE_RECEIVED_DATE
INVOICES,180596,16-Aug-14,145,255,5728pay2,N,,,45 Net (terms date + 45),10003,16-Aug-14,16-Aug-14,USD,,,,4000,USD,4000,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,181179,4-Sep-14,209,330,BMI090507,N,,,Immediate,10001,4-Sep-14,4-Sep-14,USD,,,,117300,USD,117300,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,181180,4-Sep-14,9,12,OSI090507,N,,,Immediate,10001,4-Sep-14,4-Sep-14,USD,,,,22230,USD,22230,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,180723,21-Aug-14,209,330,BMI081907,N,,,Immediate,10001,18-Aug-14,18-Aug-14,USD,,,,117870,USD,117870,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,181673,10-Sep-14,147,2033,ERS-8324-138082,N,Receipt Invoice automatically created on 10-SEP-07,,45 Net (terms date + 45),10003,10-Sep-14,10-Sep-14,USD,10-Sep-07,1,,35588,USD,35588,ERS,STANDARD,ERS,N,,SIZZLE,10/09/14 0:00
INVOICES,181955,18-Sep-14,4,4,UPS091907,N,,,Immediate,10001,18-Sep-14,18-Sep-14,USD,,,,46660,USD,46660,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,182487,2-Oct-14,21,1969,22230010,N,,,Immediate,10001,2-Oct-14,2-Oct-14,USD,,,,16500,USD,16500,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,182332,1-Oct-14,209,330,BMI092607,N,,,Immediate,10001,25-Sep-14,25-Sep-14,USD,,,,117300,USD,117300,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,182335,1-Oct-14,6,7,ATT092607,N,,,30 Net (terms date + 30),10002,25-Sep-14,25-Sep-14,USD,,,,52990,USD,52990,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,182329,1-Oct-14,578,1275,ERS-8337-138689,N,Receipt Invoice automatically created on 01-OCT-07,,45 Net (terms date + 45),10003,1-Oct-14,1-Oct-14,USD,1-Oct-07,1,,304200,USD,304200,ERS,STANDARD,ERS,N,,SIZZLE,1/10/14 0:00
INVOICES,182460,2-Oct-14,415,1087,ERS-8339-138781,N,Receipt Invoice automatically created on 02-OCT-07,,45 Net (terms date + 45),10003,2-Oct-14,2-Oct-14,USD,2-Oct-07,1,,94500,USD,94500,ERS,STANDARD,ERS,N,,STANDARD,2/10/14 0:00
INVOICES,183801,18-Oct-14,578,1275,ERS-8350-140092,N,Receipt Invoice automatically created on 18-OCT-07,,45 Net (terms date + 45),10003,18-Oct-14,18-Oct-14,USD,18-Oct-07,1,,111800,USD,111800,ERS,STANDARD,ERS,N,,SIZZLE,18/10/14 0:00
INVOICES,184655,25-Oct-14,22,2035,ERS-8357-140917,N,Receipt Invoice automatically created on 25-OCT-07,,"4/10, 3/20, 2/30 Net  60",10009,25-Oct-14,25-Oct-14,USD,25-Oct-07,1,,3900,USD,3900,ERS,STANDARD,ERS,N,,STANDARD,25/10/14 0:00
INVOICES,184892,26-Oct-14,-222,-222,1176223,N,,,30 Net (terms date + 30),10002,26-Oct-14,26-Oct-14,USD,,,,15900,USD,15900,RECEIVABLES,PAYMENT REQUEST,RECEIVABLES,N,,STANDARD,
INVOICES,185098,29-Oct-14,21,41,ERS-5039-141380,N,Receipt Invoice automatically created on 29-OCT-07,,2/10 NET 30,10014,29-Oct-14,29-Oct-14,USD,29-Oct-07,1,,1232.5,USD,1232.5,ERS,STANDARD,ERS,N,,STANDARD,29/10/14 0:00
INVOICES,187168,5-Nov-14,4,4,UPS110407,N,,,Immediate,10001,3-Nov-14,3-Nov-14,USD,,,,46550,USD,46550,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,187169,5-Nov-14,209,330,BMI110407,N,,,Immediate,10001,3-Nov-14,3-Nov-14,USD,,,,117030,USD,117030,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,188576,13-Nov-14,21,41,ERS-5043-143377,N,Receipt Invoice automatically created on 13-NOV-07,,2/10 NET 30,10014,13-Nov-14,13-Nov-14,USD,13-Nov-07,1,,1102.5,USD,1102.5,ERS,STANDARD,ERS,N,,STANDARD,13/11/14 0:00
INVOICES,188521,13-Nov-14,22,1971,CSI111407,N,,,Immediate,10001,13-Nov-14,13-Nov-14,USD,,,,3690,USD,3690,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,188523,13-Nov-14,21,1969,AND111407,N,,,30 Net (terms date + 30),10002,13-Nov-14,13-Nov-14,USD,,,,90720,USD,90720,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,189288,19-Nov-14,6,7,ATT111807,N,,,30 Net (terms date + 30),10002,17-Nov-14,17-Nov-14,USD,,,,52870,USD,52870,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,190217,26-Nov-14,6,7,ATT112507,N,,,30 Net (terms date + 30),10002,24-Nov-14,24-Nov-14,USD,,,,52870,USD,52870,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,190870,4-Dec-14,209,330,BMI120507,N,,,Immediate,10001,4-Dec-14,4-Dec-14,USD,,,,105130,USD,105130,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,190874,4-Dec-14,21,1969,AND120507,N,,,30 Net (terms date + 30),10002,4-Dec-14,4-Dec-14,USD,,,,81500,USD,81500,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,191327,7-Dec-14,11,15,ERS-12057-145627,N,Receipt Invoice automatically created on 01-JUN-07,,45 Net (terms date + 45),10003,1-Jun-14,1-Jun-14,USD,1-Jun-07,1,,798720,USD,798720,ERS,STANDARD,ERS,N,,EDI,1/06/14 0:00
INVOICES,191341,7-Dec-14,21,41,ERS-12072-145641,N,Receipt Invoice automatically created on 01-MAR-07,,45 Net (terms date + 45),10003,1-Mar-14,1-Mar-14,USD,1-Mar-07,1,,1506850,USD,1506850,ERS,STANDARD,ERS,N,,STANDARD,1/03/14 0:00
INVOICES,191398,10-Dec-14,21,41,ERS-23636-145698,N,Receipt Invoice automatically created on 07-DEC-07,,Immediate,10001,7-Dec-14,7-Dec-14,USD,7-Dec-07,1,,26685.45,USD,26685.45,ERS,STANDARD,ERS,N,,STANDARD,7/12/14 0:00
INVOICES,191353,7-Dec-14,147,259,ERS-12083-145653,N,Receipt Invoice automatically created on 01-NOV-06,,45 Net (terms date + 45),10003,1-Nov-13,1-Nov-13,USD,1-Nov-06,1,,396165,USD,396165,ERS,STANDARD,ERS,N,,STANDARD,1/11/13 0:00
INVOICES,191423,11-Dec-14,21,41,ERS-23646-145723,N,Receipt Invoice automatically created on 07-DEC-07,,Immediate,10001,7-Dec-14,7-Dec-14,USD,7-Dec-07,1,,22732.05,USD,22732.05,ERS,STANDARD,ERS,N,,STANDARD,7/12/14 0:00
INVOICES,191358,7-Dec-14,147,259,ERS-12088-145658,N,Receipt Invoice automatically created on 01-FEB-07,,45 Net (terms date + 45),10003,1-Feb-14,1-Feb-14,USD,1-Feb-07,1,,396165,USD,396165,ERS,STANDARD,ERS,N,,STANDARD,1/02/14 0:00
INVOICES,191416,10-Dec-14,1718,4081,ERS-07-DEC-07-145716,N,Receipt Invoice automatically created on 07-DEC-07,,45 Net (terms date + 45),10003,7-Dec-14,7-Dec-14,USD,7-Dec-07,1,,41739,USD,41739,ERS,STANDARD,ERS,N,,STANDARD,7/12/14 0:00
INVOICES,191464,13-Dec-14,415,1087,ERS-8395-145764,N,Receipt Invoice automatically created on 11-DEC-07,,45 Net (terms date + 45),10003,11-Dec-14,11-Dec-14,USD,11-Dec-07,1,,111300,USD,111300,ERS,STANDARD,ERS,N,,STANDARD,11/12/14 0:00
INVOICES,191371,7-Dec-14,557,1233,ERS-8391-145671,N,Receipt Invoice automatically created on 18-SEP-06,,45 Net (terms date + 45),10003,18-Sep-13,18-Sep-13,USD,18-Sep-06,1,,3061,USD,3061,ERS,STANDARD,ERS,N,,STANDARD,18/09/13 0:00
INVOICES,191381,7-Dec-14,1718,4081,ERS-01-MAY-07-145681,N,Receipt Invoice automatically created on 01-MAY-07,,45 Net (terms date + 45),10003,1-May-14,1-May-14,USD,1-May-07,1,,4219560,USD,4219560,ERS,STANDARD,ERS,N,,STANDARD,1/05/14 0:00
INVOICES,191440,12-Dec-14,21,41,ERS-23656-145740,N,Receipt Invoice automatically created on 07-DEC-07,,Immediate,10001,7-Dec-14,7-Dec-14,USD,7-Dec-07,1,,12404,USD,12404,ERS,STANDARD,ERS,N,,STANDARD,7/12/14 0:00
INVOICES,191349,7-Dec-14,21,41,ERS-12080-145649,N,Receipt Invoice automatically created on 01-NOV-07,,45 Net (terms date + 45),10003,1-Nov-14,1-Nov-14,USD,1-Nov-07,1,,1506850,USD,1506850,ERS,STANDARD,ERS,N,,STANDARD,1/11/14 0:00
INVOICES,191362,7-Dec-14,147,259,ERS-12092-145662,N,Receipt Invoice automatically created on 01-JUN-07,,45 Net (terms date + 45),10003,1-Jun-14,1-Jun-14,USD,1-Jun-07,1,,396165,USD,396165,ERS,STANDARD,ERS,N,,STANDARD,1/06/14 0:00
INVOICES,193713,30-Dec-14,21,41,ERS-12117-147737,N,Receipt Invoice automatically created on 17-DEC-07,,Immediate,10001,17-Dec-14,17-Dec-14,USD,17-Dec-07,1,,15194.9,USD,15194.9,ERS,STANDARD,ERS,N,,STANDARD,17/12/14 0:00
INVOICES,193369,26-Dec-14,22,2035,ERS-8396-147425,N,Receipt Invoice automatically created on 20-DEC-07,,"4/10, 3/20, 2/30 Net  60",10009,20-Dec-14,20-Dec-14,USD,20-Dec-07,1,,1900,USD,1900,ERS,STANDARD,ERS,N,,STANDARD,20/12/14 0:00
INVOICES,193390,26-Dec-14,21,1969,AND121907,N,,,30 Net (terms date + 30),10002,18-Dec-14,18-Dec-14,USD,,,,81500,USD,81500,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,194520,9-Jan-15,21,41,ERS-12136-148360,N,Receipt Invoice automatically created on 05-DEC-07,,45 Net (terms date + 45),10003,5-Dec-14,5-Dec-14,USD,5-Dec-07,1,,1506850,USD,1506850,ERS,STANDARD,ERS,N,,STANDARD,5/12/14 0:00
INVOICES,195141,14-Jan-15,-222,-222,1578951,N,,,30 Net (terms date + 30),10002,14-Jan-15,14-Jan-15,USD,,1,,20645.47,USD,20645.47,RECEIVABLES,PAYMENT REQUEST,RECEIVABLES,N,,STANDARD,
INVOICES,195552,16-Jan-15,209,330,OPS200839092,N,,,Immediate,10001,10-Jan-15,10-Jan-15,USD,,,,144467.76,USD,144467.76,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,195556,16-Jan-15,22,1971,OPS200839094,N,,,Immediate,10001,12-Jan-15,12-Jan-15,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,195819,17-Jan-15,11,15,ERS-12177-149639,N,Receipt Invoice automatically created on 17-JAN-08,,45 Net (terms date + 45),10003,17-Jan-15,17-Jan-15,USD,17-Jan-08,1,,1015165.5,USD,1015165.5,ERS,STANDARD,ERS,N,,EDI,17/01/15 0:00
INVOICES,196827,24-Jan-15,21,1969,5001324,N,,,Immediate,10001,24-Jan-15,24-Jan-15,USD,,,,15500.5,USD,15500.5,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,197048,25-Jan-15,9,12,OPS200839107,N,,,Immediate,10001,25-Jan-15,25-Jan-15,USD,,,,27374.56,USD,27374.56,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,197222,29-Jan-15,22,1971,OPS200839108,N,,,Immediate,10001,26-Jan-15,26-Jan-15,USD,,,,4489.8,USD,4489.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,197619,4-Feb-15,9,12,OPS200839117,N,,,Immediate,10001,4-Feb-15,4-Feb-15,USD,,,,27971.3,USD,27971.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,198820,13-Feb-15,9,12,ERS-8408-152350,N,Receipt Invoice automatically created on 13-FEB-08,,30 Net (terms date + 30),10002,13-Feb-15,13-Feb-15,USD,13-Feb-08,1,,962.4,USD,962.4,ERS,STANDARD,ERS,N,,STANDARD,13/02/15 0:00
INVOICES,198832,13-Feb-15,21,41,ERS-12192-152362,N,Receipt Invoice automatically created on 13-FEB-08,,45 Net (terms date + 45),10003,13-Feb-15,13-Feb-15,USD,13-Feb-08,1,,4500426.23,USD,4500426.23,ERS,STANDARD,ERS,N,,STANDARD,13/02/15 0:00
INVOICES,198900,13-Feb-15,147,259,ERS-23678-152411,N,Receipt Invoice automatically created on 13-FEB-08,,2/10 Net 45,10007,13-Feb-15,13-Feb-15,USD,13-Feb-08,1,,4104.96,USD,4104.96,ERS,STANDARD,ERS,N,,STANDARD,13/02/15 0:00
INVOICES,200881,13-Mar-15,557,1233,ERS-8423-153987,N,Receipt Invoice automatically created on 13-MAR-08,,45 Net (terms date + 45),10003,13-Mar-15,13-Mar-15,USD,13-Mar-08,1,,534.9,USD,534.9,ERS,STANDARD,ERS,N,,STANDARD,13/03/15 0:00
INVOICES,201180,17-Mar-15,4,4,OPS200839159,N,,,Immediate,10001,17-Mar-15,17-Mar-15,USD,,,,54488.7,USD,54488.7,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,201748,21-Mar-15,6,7,OPS200839163,N,,,30 Net (terms date + 30),10002,21-Mar-15,21-Mar-15,USD,,,,61877.56,USD,61877.56,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,202873,4-Apr-15,9,12,OPS200839177,N,,,Immediate,10001,4-Apr-15,4-Apr-15,USD,,,,28871.86,USD,28871.86,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,203409,8-Apr-15,557,1233,ERS-8429-156079,N,Receipt Invoice automatically created on 14-FEB-08,,45 Net (terms date + 45),10003,14-Feb-15,14-Feb-15,USD,14-Feb-08,1,,3294.06,USD,3294.06,ERS,STANDARD,ERS,N,,STANDARD,14/02/15 0:00
INVOICES,203410,8-Apr-15,21,41,ERS-12206-156080,N,Receipt Invoice automatically created on 08-MAR-08,,45 Net (terms date + 45),10003,8-Mar-15,8-Mar-15,USD,8-Mar-08,1,,4500426.23,USD,4500426.23,ERS,STANDARD,ERS,N,,STANDARD,8/03/15 0:00
INVOICES,204047,14-Apr-15,21,1969,OPS200839187,N,,,30 Net (terms date + 30),10002,14-Apr-15,14-Apr-15,USD,,,,116392.72,USD,116392.72,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,205911,5-May-15,22,1971,OPS200839208,N,,,Immediate,10001,5-May-15,5-May-15,USD,,,,4650.15,USD,4650.15,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,206019,6-May-15,557,1233,ERS-8437-158483,N,Receipt Invoice automatically created on 06-MAY-08,,45 Net (terms date + 45),10003,6-May-15,6-May-15,USD,6-May-08,1,,2763.5,USD,2763.5,ERS,STANDARD,ERS,N,,STANDARD,6/05/15 0:00
INVOICES,205908,5-May-15,9,12,ERS-8435-158397,N,Receipt Invoice automatically created on 05-MAY-08,,30 Net (terms date + 30),10002,5-May-15,5-May-15,USD,5-May-08,1,,898.38,USD,898.38,ERS,STANDARD,ERS,N,,STANDARD,5/05/15 0:00
INVOICES,207118,19-May-15,9,12,OPS200839221,N,,,Immediate,10001,18-May-15,18-May-15,USD,,,,28372.76,USD,28372.76,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,207568,21-May-15,21,1969,OPS200839224,N,,,30 Net (terms date + 30),10002,21-May-15,21-May-15,USD,,,,114361.62,USD,114361.62,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,208650,6-Jun-15,9,12,ERS-8445-161132,N,Receipt Invoice automatically created on 06-JUN-08,,30 Net (terms date + 30),10002,6-Jun-15,6-Jun-15,USD,6-Jun-08,1,,953.72,USD,953.72,ERS,STANDARD,ERS,N,,STANDARD,6/06/15 0:00
INVOICES,208900,10-Jun-15,9,12,OPS200839244,N,,,Immediate,10001,10-Jun-15,10-Jun-15,USD,,,,27059.9,USD,27059.9,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,210707,25-Jun-15,6,7,OPS200839260,N,,,30 Net (terms date + 30),10002,25-Jun-15,25-Jun-15,USD,,,,64503.26,USD,64503.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,209939,19-Jun-15,6,7,OPS200839253,N,,,30 Net (terms date + 30),10002,19-Jun-15,19-Jun-15,USD,,,,64503.26,USD,64503.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,209722,17-Jun-15,21,1969,33214,N,,,Immediate,10001,17-Jun-15,17-Jun-15,USD,,,,18921.3,USD,18921.3,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,209504,16-Jun-15,209,330,OPS200839250,N,,,Immediate,10001,16-Jun-15,16-Jun-15,USD,,,,142786,USD,142786,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,211468,2-Jul-15,209,330,OPS200839266,N,,,Immediate,10001,2-Jul-15,2-Jul-15,USD,,,,148384.6,USD,148384.6,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,211902,7-Jul-15,6,7,OPS200839269,N,,,30 Net (terms date + 30),10002,5-Jul-15,5-Jul-15,USD,,,,67031.3,USD,67031.3,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,211773,4-Jul-15,22,1971,OPS200839268,N,,,Immediate,10001,4-Jul-15,4-Jul-15,USD,,,,4607.39,USD,4607.39,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,211612,3-Jul-15,147,259,ERS-12231-163919,N,Receipt Invoice automatically created on 03-JUL-08,,45 Net (terms date + 45),10003,3-Jul-15,3-Jul-15,USD,3-Jul-08,1,,503309.63,USD,503309.63,ERS,STANDARD,ERS,N,,STANDARD,3/07/15 0:00
INVOICES,213886,21-Jul-15,21,1969,OPS200839284,N,,,30 Net (terms date + 30),10002,20-Jul-15,20-Jul-15,USD,,,,113335.38,USD,113335.38,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,213473,17-Jul-15,9,12,ERS-8455-165341,N,Receipt Invoice automatically created on 17-JUL-08,,30 Net (terms date + 30),10002,17-Jul-15,17-Jul-15,USD,17-Jul-08,1,,977.58,USD,977.58,ERS,STANDARD,ERS,N,,STANDARD,17/07/15 0:00
INVOICES,216204,12-Aug-15,147,2033,ERS-8458-167772,N,Receipt Invoice automatically created on 12-AUG-08,,45 Net (terms date + 45),10003,12-Aug-15,12-Aug-15,USD,12-Aug-08,1,,79246.22,USD,79246.22,ERS,STANDARD,ERS,N,,SIZZLE,12/08/15 0:00
INVOICES,216641,22-Aug-15,6,7,OPS200839313,N,,,30 Net (terms date + 30),10002,18-Aug-15,18-Aug-15,USD,,,,68224.8,USD,68224.8,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,219055,11-Sep-15,6,7,OPS200839337,N,,,30 Net (terms date + 30),10002,11-Sep-15,11-Sep-15,USD,,,,68409.26,USD,68409.26,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,223494,10-Oct-15,-222,-222,2822382,N,,,30 Net (terms date + 30),10002,10-Oct-15,10-Oct-15,USD,,,,10,USD,10,RECEIVABLES,PAYMENT REQUEST,RECEIVABLES,N,,STANDARD,
INVOICES,223937,14-Oct-15,21,1969,OPS200839369,N,,,30 Net (terms date + 30),10002,13-Oct-15,13-Oct-15,USD,,,,120871.83,USD,120871.83,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225879,21-Oct-15,557,1233,ST010908,N,Weekly Warehousing,,45 Net (terms date + 45),10003,9-Jan-15,9-Jan-15,USD,,,,477400,USD,477400,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225715,21-Oct-15,578,1275,ERS-8472-176041,N,Receipt Invoice automatically created on 02-OCT-08,,45 Net (terms date + 45),10003,2-Oct-15,2-Oct-15,USD,2-Oct-08,1,,135408,USD,135408,ERS,STANDARD,ERS,N,,SIZZLE,2/10/15 0:00
INVOICES,225875,21-Oct-15,5,2034,SG011908,N,Mobile phone - expensable asset (tracked in ASSETS as an EXPENSED asset),,15 Net (terms date + 15),10013,19-Jan-15,19-Jan-15,USD,,,,28177.46,USD,28177.46,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225899,21-Oct-15,557,1233,ST030908,N,Weekly Warehousing,,45 Net (terms date + 45),10003,9-Mar-15,9-Mar-15,USD,,,,455700,USD,455700,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225920,21-Oct-15,578,1275,EIP050508,N,Cleaning and Maintenance - Weekly,,45 Net (terms date + 45),10003,5-May-15,5-May-15,USD,,,,129766,USD,129766,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,225926,21-Oct-15,3,2036,GE062408,N,"18"" LCD Flat Panel Monitor",,45 Net (terms date + 45),10003,26-Jun-15,26-Jun-15,USD,,,,57889,USD,57889,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,225929,21-Oct-15,578,1275,EIP061708,N,Cleaning and Maintenance - Weekly,,45 Net (terms date + 45),10003,17-Jun-15,17-Jun-15,USD,,,,620620,USD,620620,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,225943,21-Oct-15,147,259,AM080908,N,Assets,,45 Net (terms date + 45),10003,9-Aug-15,9-Aug-15,USD,,,,145662.5,USD,145662.5,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225952,21-Oct-15,415,1087,TT082308,N,Legal Services,,45 Net (terms date + 45),10003,28-Aug-15,28-Aug-15,USD,,,,122550.78,USD,122550.78,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,225956,21-Oct-15,3,2036,GE092908,N,"18"" LCD Flat Panel Monitor",,45 Net (terms date + 45),10003,29-Sep-15,29-Sep-15,USD,,,,61685,USD,61685,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,225961,21-Oct-15,578,1275,EIP092908,N,Cleaning and Maintenance - Weekly,,45 Net (terms date + 45),10003,29-Sep-15,29-Sep-15,USD,,,,389298,USD,389298,EXTERNAL,STANDARD,EXTERNAL,N,,SIZZLE,
INVOICES,227534,31-Oct-15,147,259,ERS-8483-177457,N,Receipt Invoice automatically created on 31-OCT-08,,45 Net (terms date + 45),10003,31-Oct-15,31-Oct-15,USD,31-Oct-08,1,,6225.74,USD,6225.74,ERS,STANDARD,ERS,N,,STANDARD,31/10/15 0:00
INVOICES,228095,5-Nov-15,1178,2854,23-Oct-08,N,,,2/10 NET 30,10014,23-Oct-15,23-Oct-15,USD,,,,2500.4,USD,2500.4,MANUAL INVOICE ENTRY,STANDARD,MANUAL INVOICE ENTRY,N,,STANDARD,
INVOICES,227994,5-Nov-15,22,1971,OPS200839OPS2008391,N,,,Immediate,10001,4-Nov-15,4-Nov-15,USD,,,,4650.15,USD,4650.15,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,230768,21-Nov-15,147,259,ERS-12256-180329,N,Receipt Invoice automatically created on 21-NOV-08,,45 Net (terms date + 45),10003,21-Nov-15,21-Nov-15,USD,21-Nov-08,1,,503309.63,USD,503309.63,ERS,STANDARD,ERS,N,,STANDARD,21/11/15 0:00
INVOICES,230619,20-Nov-15,21,1969,OPS200839407,N,,,30 Net (terms date + 30),10002,20-Nov-15,20-Nov-15,USD,,,,114350.93,USD,114350.93,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,230770,21-Nov-15,557,1233,ERS-8498-180331,N,Receipt Invoice automatically created on 21-NOV-08,,45 Net (terms date + 45),10003,21-Nov-15,21-Nov-15,USD,21-Nov-08,1,,9894.12,USD,9894.12,ERS,STANDARD,ERS,N,,STANDARD,21/11/15 0:00
INVOICES,231075,26-Nov-15,6,7,OPS200839413,N,,,30 Net (terms date + 30),10002,26-Nov-15,26-Nov-15,USD,,,,67628.06,USD,67628.06,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,231074,26-Nov-15,3,2036,ERS-8502-180577,N,Receipt Invoice automatically created on 20-NOV-08,,45 Net (terms date + 45),10003,20-Nov-15,20-Nov-15,USD,20-Nov-08,1,,60736,USD,60736,ERS,STANDARD,ERS,N,,SIZZLE,20/11/15 0:00
INVOICES,233555,16-Dec-15,415,1087,ERS-8512-182609,N,Receipt Invoice automatically created on 11-DEC-08,,45 Net (terms date + 45),10003,11-Dec-15,11-Dec-15,USD,11-Dec-08,1,,73291.76,USD,73291.76,ERS,STANDARD,ERS,N,,STANDARD,11/12/15 0:00
INVOICES,234136,19-Dec-15,22,1971,OPS200839436,N,,,Immediate,10001,19-Dec-15,19-Dec-15,USD,,,,4297.38,USD,4297.38,EXTERNAL,STANDARD,EXTERNAL,N,,STANDARD,
INVOICES,234446,25-Dec-15,22,2035,ERS-8528-183096,N,Receipt Invoice automatically created on 20-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,3689,USD,3689,ERS,STANDARD,ERS,N,,STANDARD,20/12/15 0:00
INVOICES,234265,22-Dec-15,22,2035,ERS-8521-182959,N,Receipt Invoice automatically created on 20-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,20-Dec-15,20-Dec-15,USD,20-Dec-08,1,,1844.5,USD,1844.5,ERS,STANDARD,ERS,N,,STANDARD,20/12/15 0:00
INVOICES,234558,29-Dec-15,21,41,ERS-12277-183176,N,Receipt Invoice automatically created on 19-DEC-08,,Immediate,10001,19-Dec-15,19-Dec-15,USD,19-Dec-08,1,,435.7,USD,435.7,ERS,STANDARD,ERS,N,,STANDARD,19/12/15 0:00
INVOICES,234559,29-Dec-15,21,41,ERS-12277-183177,N,Receipt Invoice automatically created on 21-DEC-08,,Immediate,10001,21-Dec-15,21-Dec-15,USD,21-Dec-08,1,,146.74,USD,146.74,ERS,STANDARD,ERS,N,,STANDARD,21/12/15 0:00
INVOICES,234551,29-Dec-15,22,2035,ERS-8531-183169,N,Receipt Invoice automatically created on 23-DEC-08,,"4/10, 3/20, 2/30 Net  60",10009,23-Dec-15,23-Dec-15,USD,23-Dec-08,1,,1627.5,USD,1627.5,ERS,STANDARD,ERS,N,,STANDARD,23/12/15 0:00
